replay_status,galaxy,n_points,carrier_rmse_km_s,old_prefrozen_combined_rmse_km_s,source_envelope_rmse_km_s,source_envelope_minus_old_prefrozen_rmse_km_s,source_envelope_minus_carrier_rmse_km_s,prior_best_diagnostic_model,prior_best_diagnostic_rmse_km_s,source_envelope_minus_prior_best_diagnostic_rmse_km_s,outer_mean_observed_minus_baryonic_km_s_last30pct,outer_mean_old_prefrozen_lift_km_s_last30pct,outer_mean_source_envelope_lift_km_s_last30pct,source_envelope_lift_fraction_of_outer_gap,formula_frozen_before_scoring,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim,claim_boundary
SOURCE_ENVELOPE_REPLAY_IMPROVES_OLD_PREFROZEN_BUT_NOT_PRIOR_DIAGNOSTICS,UGC12506,31,116.02345816251234,109.3716084783646,102.4787520989868,-6.892856379377804,-13.544706063525538,TAU_BEST_FAMILY,37.36329931819013,65.11545278079667,119.4257164433742,14.311020426174235,32.676156432845985,0.2736107214256438,True,False,True,False,ugc12506_source_envelope_support_replay_controls_not_validation
