galaxy,matched_route,matched_rmse_km_s,best_wrong_family,best_wrong_rmse_km_s,matched_minus_best_wrong_km_s,matched_minus_wrong_mean_km_s,prospective_mixed_protocol,prospective_mixed_rmse_km_s,inner_prewarp_kernel_active,outer_window_wvo_minus_tpg_km_s,completion_verdict,true_negative_against_tau_core,endpoint_validation_claim,claim_boundary
NGC4013,matched_K_warp_vertical_overlay,11.450495413211732,wrong_K_exponential_disk,10.880207082032724,0.5702883311790092,-1.5493023140582114,exponential_disk_plus_wvo,10.6147582887743,False,-1.0368876199569306,PURE_WVO_UNDERCOMPLETE_EXPONENTIAL_CARRIER_NEEDED,False,False,ngc4013_morphology_completion_pressure_not_validation
