galaxy,status,allowed_replay_route,blocked_route,prospective_only_route,wvo_rmse_km_s,wvo_minus_tpg_v6_km_s,wvo_minus_mond_km_s,wvo_minus_compact_proxy_km_s,matched_minus_wrong_mean_km_s,matched_minus_wrong_best_km_s,matched_beats_all_wrong_families,active_window_weighted_wvo_minus_tpg_rmse,compact_proxy_rmse_km_s,expdisk_wvo_protocol_rmse_km_s,endpoint_validation_claim,claim_boundary
NGC4013,WVO_MIXED_REPLAY_ALLOWED_XIT_BLOCKED_EXPDISK_WVO_PROSPECTIVE,warp_vertical_overlay,independent_Xi_t_clock_overlay,exponential_disk_plus_wvo_frozen_protocol,11.450495413211732,-0.82341711884545,-2.8837266451073926,-5.543073115591316,-1.5493023140582114,0.5702883311790092,False,-1.0368876199569306,16.99356852880305,10.6147582887743,False,ngc4013_projection_mixed_replay_classification_not_validation
