galaxy,matched_candidate,n_wrong_family_controls,matched_rmse,wrong_family_mean_rmse,wrong_family_best_rmse,matched_minus_wrong_mean,matched_minus_wrong_best,matched_beats_all_wrong_families,family_label_null_mean_rmse,matched_minus_family_label_null_mean,matched_rank_among_family_labels,n_family_label_candidates,uniform_label_null_best_probability,control_status,claim_boundary
NGC4013,matched_K_warp_vertical_overlay,4,11.450495413211733,12.999797727269945,10.880207082032724,-1.5493023140582114,0.5702883311790092,False,12.689937264458303,-1.2394418512465695,3,5,0.2,NEGATIVE_RESULT_MATCHED_DOES_NOT_BEAT_ALL_WRONG_FAMILIES,ngc4013_warp_vertical_overlay_control_audit_single_galaxy
