galaxy,source_gate_status,previous_outer_warp_numeric_onset_available,fractional_warp_onset_available,approx_warp_onset_arcmin,approx_warp_onset_kpc,approx_warp_onset_over_Rdisk,approx_warp_onset_over_RHI,v1_broad_window_inner_kpc,v1_broad_window_outer_kpc,candidate_v2_window_inner_kpc,candidate_v2_window_outer_kpc,formula_update_allowed_for_current_endpoint,replay_or_holdout_required,uses_vobs_or_residual_in_construction,endpoint_scores_allowed,claim_boundary
NGC7331,FRACTIONAL_WARP_ONSET_SOURCE_READY_REPLAY_REQUIRED,False,True,3.375,14.431691252428111,2.8748388949059986,0.5343091911302521,5.02,27.01,14.431691252428111,27.01,False,True,False,False,ngc7331_fractional_warp_onset_source_gate_not_endpoint
