galaxy,r,vobs,errv,vn,v_v6,v_mond,v_K_compact_finite,v_K_scale_tail_spiral,v_K_exponential_disk,v_K_thick_flared,W_warp,K_z,K_EC,K_lag,K_wvo,wvo_attenuation,delta_v2_wvo,v_wvo_endpoint,endpoint_scores_allowed,claim_boundary,K_full_time_morph_phase,phase_load_source_frozen,A_full_time_morph_phase_km2_s2,v2_full_time_morphology_km2_s2,v_full_time_morphology_km_s,construction_used_vobs,endpoint_validation_claim,full_time_claim_boundary,r_plot_kpc,vobs_plot_km_s,err_plot_km_s,v_carrier_plot_km_s,v_base_plot_km_s,base_column,carrier_column,kernel_column,source_status,projection_kernel,projection_attenuation,delta_v2_projection,v_projection_accepted,mixed_kernel,mixed_attenuation,v_mixed_population,scoring_used_vobs,split,x_R_over_RHI,r_kpc,x_w_formula_freeze,kernel_warp_history,lambda_w_km2_s2,delta_v2_warp_history_km2_s2,v_warp_history_formula_freeze_km_s,residual_vn,residual_v_v6,residual_v_mond,residual_v_K_compact_finite,residual_v_K_scale_tail_spiral,residual_v_K_exponential_disk,residual_v_K_thick_flared,residual_v_warp_history_formula_freeze_km_s,v2_ratio_min,v2_ratio_max,v_null_control_interval_min_km_s,v_null_control_interval_max_km_s,v_null_control_interval_midpoint_km_s,null_control_formula_id,null_control_interval_distance_km_s,inside_null_control_interval,point_selected_from_residual
NGC5907,10.07,235.0,4.0,160.5556657362175,212.26654213448657,215.55701860167673,,,,211.31267922240076,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.0,0.12,116.74597385113914,45057.08490973176,212.26654213448657,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,10.07,235.0,4.0,212.26654213448657,212.26654213448657,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,0.0,0.0,0.0,212.26654213448657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,12.58,235.0,4.0,165.48979711752625,224.6834576868467,227.91606160968783,,,,223.80561301823397,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.0,0.12,116.74597385113914,50482.65615811703,224.6834576868467,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,12.58,235.0,4.0,224.6834576868467,224.6834576868467,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,0.0,0.0,0.0,224.6834576868467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,15.1,230.0,2.0,160.7081856969333,227.36393445306896,230.32301879850743,,,,226.55870348992232,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.014028574547405982,0.12,116.74597385113914,51534.17140747622,227.01139047958853,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,15.1,230.0,2.0,227.36393445306896,227.0077831878875,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,0.0457756535360066,0.0031304201503105,-161.82506210049905,227.0077831878875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,17.61,231.0,2.0,156.73541798202473,229.85745315937857,232.6989805415634,,,,229.13630006727564,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.08860100256563226,0.12,116.74597385113914,51910.20648275469,227.83811464009855,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,17.61,231.0,2.0,229.85745315937857,227.8154135971181,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,0.2586628509403413,0.0176889533665206,-934.5861004899344,227.8154135971181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,20.13,232.0,2.0,153.661250971089,232.47567979957643,235.34551917823083,,,,231.83783542983613,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.23018219696480186,0.12,116.74597385113914,51804.86355198948,227.60681789434489,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,20.13,232.0,2.0,232.47567979957643,227.54777675741337,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,0.6133650156013284,0.041945664474755,-2266.9509910335473,227.54777675741337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,22.65,225.0,7.0,150.19248017127887,234.0745129315577,237.0938666139261,,,,233.50968147496476,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.38257227678304856,0.12,116.74597385113914,51319.05175533484,226.53708693133413,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,22.65,225.0,7.0,234.0745129315577,226.43848608907751,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,0.9384972540917405,0.0641802025373384,-3516.4896218326103,226.43848608907751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,25.16,224.0,7.0,141.6895341936023,229.93289266420095,233.3132426168066,,,,229.41899867124795,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.44662345477157406,0.12,116.74597385113914,49305.76065913782,222.04900508477363,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,25.16,224.0,7.0,229.93289266420095,221.93156415653397,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3615.5159599612016,221.93156415653397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,27.68,229.0,2.0,137.05893057367695,229.0819380720924,232.9499906637435,,,,228.61894210040316,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.493075825570228,0.12,116.74597385113914,48947.29468697425,221.2403550145729,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,27.68,229.0,2.0,229.0819380720924,221.11022154015313,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3588.804281330391,221.11022154015313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,30.2,218.0,2.0,135.9406033898629,231.5275966238275,235.85693328859335,,,,231.1137624090719,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.5463230208673184,0.12,116.74597385113914,50002.96818037943,223.61343470457993,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,30.2,218.0,2.0,231.5275966238275,223.47077474978911,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3665.840831134789,223.47077474978911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,32.71,214.0,2.0,130.19747635803083,228.5058717009564,233.6092326334268,,,,228.1242732937413,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.6050311245234237,0.12,116.74597385113914,48714.79071915071,220.71427393612473,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,32.71,214.0,2.0,228.5058717009564,220.55420143653572,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3570.777630505967,220.55420143653572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,35.23,213.0,2.0,127.72858744227932,228.7414341844729,234.53349162577376,,,,228.39222343896384,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.6681152335954904,0.12,116.74597385113914,48822.49995368766,220.95814072735055,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,35.23,213.0,2.0,228.7414341844729,220.78156669001325,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3578.143522672777,220.78156669001325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,37.75,211.0,2.0,122.46015086549582,225.36401527865476,232.1484879706559,,,,225.03715593301428,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.7333875161602317,0.12,116.74597385113914,47401.30001529278,217.71839613430183,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,37.75,211.0,2.0,225.36401527865476,217.5216770244023,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3473.259407009362,217.5216770244023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,40.26,217.0,2.0,119.73971897411484,224.63462986524263,232.27847877443844,,,,224.33030900151675,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.7982665706087089,0.12,116.74597385113914,47103.09780140754,217.0324809824731,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,40.26,217.0,2.0,224.63462986524263,216.81767315703075,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3450.8135414655408,216.81767315703075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,42.78,216.0,3.0,115.40623055104088,221.6291435522813,230.37298317156615,,,,221.34141531207968,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.8606246538747819,0.12,116.74597385113914,45860.86039399583,214.1514893574075,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,42.78,216.0,3.0,221.6291435522813,213.9167733738028,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3359.091341058811,213.9167733738028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,45.29,215.0,3.0,112.60664345410532,220.23728973669077,229.97373377607803,,,,219.96581667430817,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.9170392037411674,0.12,116.74597385113914,45294.49148107194,212.82502550469,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,45.29,215.0,3.0,220.23728973669077,212.57335403613385,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3317.032944391583,212.57335403613385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,47.81,217.0,5.0,109.9054944031462,218.745683309751,229.51115795182355,,,,218.48838787586004,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,0.9647401256367171,0.12,116.74597385113914,44690.04909486308,211.40021072568277,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,47.81,217.0,5.0,218.745683309751,211.1336533321544,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3272.254397267534,211.1336533321544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5907,50.33,214.0,5.0,109.03524246774523,219.49054012344249,231.05972266187916,,,,219.24824485378207,,,,,,,,,True,ngc5907_projection_accepted_endpoint_preliminary_control,1.0,0.12,116.74597385113914,44998.26595579747,212.1279471352077,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,50.33,214.0,5.0,219.49054012344249,211.85259021769437,v_projection_accepted,v_v6,projection_kernel,edgeon_projection_vertical_warp,1.0,0.0683861377937124,-3294.57722173418,211.85259021769437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,2.67,221.0,20.0,251.97887713060393,265.1063502896858,268.68016137678785,,,264.5561224375929,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.0,0.1,127.13358582868196,69989.94191921463,264.5561224375929,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,2.67,221.0,20.0,264.5561224375929,264.5561224375929,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0,0.0,264.5561224375929,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,3.21,237.0,13.0,264.4347516496272,279.37949567561077,283.3354109425094,,,278.7012037401586,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.0,0.1,127.13358582868196,77674.36096621338,278.7012037401586,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,3.21,237.0,13.0,278.7012037401586,278.7012037401586,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0,0.0,278.7012037401586,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,3.74,249.0,8.0,275.6652313586173,292.27896660661895,296.57393052515783,,,291.4795850720429,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.0,0.1,127.13358582868196,84960.34851377028,291.4795850720429,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,3.74,249.0,8.0,291.4795850720429,291.4795850720429,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0,0.0,291.4795850720429,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,4.27,250.0,5.0,275.8196327856304,294.5692263182532,299.18902747990677,,,293.6240850440843,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.0,0.1,127.13358582868196,86215.10331797566,293.6240850440843,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,4.27,250.0,5.0,293.6240850440843,293.6240850440843,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0,0.0,293.6240850440843,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,4.81,253.0,5.0,273.4442633700696,294.476840639228,299.3825532452616,,,293.37628425625417,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.0,0.1,127.13358582868196,86069.64416400644,293.37628425625417,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,4.81,253.0,5.0,293.37628425625417,293.37628425625417,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0,0.0,293.37628425625417,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,5.35,257.0,5.0,274.51298426486136,297.5784078309312,302.7317801837498,,,296.33719902557476,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.0003240045110711404,0.1,127.13358582868196,87810.37010442172,296.328145987555,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,5.35,257.0,5.0,296.33719902557476,296.3280764837622,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0001952020454222,6.156771020953473e-05,296.3280764837622,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,5.88,257.0,5.0,269.34129562694244,294.7904266308157,300.1320321160266,,,293.3891475859498,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.002273642057758931,0.1,127.13358582868196,86043.5006929779,293.33172466164973,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,5.88,257.0,5.0,293.3891475859498,293.33123194898667,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0012516136251732,0.0003947652536237,293.33123194898667,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,6.41,257.0,5.0,265.180273078523,292.9437152227955,298.4314013474768,,,291.3877502934189,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.00606502075568448,0.1,127.13358582868196,84824.75813094505,291.2469023542483,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,6.41,257.0,5.0,291.3877502934189,291.245578615553,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0030931230302618,0.0009755866131303,291.245578615553,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,7.48,257.0,5.0,254.02275984643583,286.682263941798,292.3088850467704,,,284.8047695158391,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.019361298286489904,0.1,127.13358582868196,80893.46406444178,284.4177632716385,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,7.48,257.0,5.0,284.8047695158391,284.41343602784366,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0087068816637546,0.0027461944158588,284.41343602784366,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,8.55,255.0,5.0,238.60471041033537,276.58648775475706,282.10138021726743,,,274.36415812761106,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.039846385289655964,0.1,127.13358582868196,74895.9665611623,273.6712746364921,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,8.55,255.0,5.0,274.36415812761106,273.66201919031096,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.016206938018162,0.0051117500389289,273.66201919031096,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,9.62,248.0,6.0,229.3329927201928,272.0314350972189,277.3849455878154,,,269.5161240790683,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.06680849012493854,0.1,127.13358582868196,72074.79946154439,268.4675016860409,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,9.62,248.0,6.0,269.5161240790683,268.45168254013794,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0249942413262702,0.0078833098472631,268.45168254013794,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,10.66,247.0,6.0,221.4913601475236,268.5630334204705,273.69520581173396,,,265.78880141338317,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.09840760311013742,0.1,127.13358582868196,69891.13352137366,264.3693127452081,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,10.66,247.0,6.0,265.78880141338317,264.34564987893685,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0343364955799962,0.0108299039843945,264.34564987893685,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,11.74,246.0,6.0,213.95827869002872,265.3823795937849,270.23757831730217,,,262.36389706594576,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.13594127411015078,0.1,127.13358582868196,67885.54528100809,260.54854687947903,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,11.74,246.0,6.0,262.36389706594576,260.5153787770855,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0445193071416996,0.0140416141383182,260.5153787770855,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,12.83,244.0,6.0,208.71575223255192,264.12481596053533,268.73539224142775,,,260.9057164550347,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.1777369902554727,0.1,127.13358582868196,66913.61326963372,258.6766577595159,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,12.83,244.0,6.0,260.9057164550347,258.6329772645556,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0549960720114695,0.0173460386490358,258.6329772645556,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,13.91,242.0,4.0,203.5184651819092,262.7214467049677,267.07473992008397,,,259.32597584800624,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.22206448175422883,0.1,127.13358582868196,65892.53153484197,256.6954061428485,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,13.91,242.0,4.0,259.32597584800624,256.64040929088185,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.065327591849448,0.0206046521437502,256.64040929088185,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,15.0,238.0,3.0,197.96862685789384,260.8713114139759,264.9530276967796,,,257.3152977250659,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.26905267522342396,0.1,127.13358582868196,64668.807539353525,254.30062433929163,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,15.0,238.0,3.0,257.3152977250659,254.2333611231531,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0754937155813161,0.023811098871929,254.2333611231531,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,16.08,236.0,3.0,193.13934407572165,259.4737463623457,263.3176316000102,,,255.78643285554008,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.31878509273272015,0.1,127.13358582868196,63710.547959790936,252.40948468667128,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,16.08,236.0,3.0,255.78643285554008,252.3291890920333,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0851273081924357,0.0268495825972157,252.3291890920333,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,17.07,233.0,3.0,189.68860661621193,258.9337137263979,262.6049364917023,,,255.15517591866885,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.36721067300400945,0.1,127.13358582868196,63232.169980556704,251.4600763154197,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,17.07,233.0,3.0,255.15517591866885,251.36723169686047,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.0934382798889542,0.0294709050114563,251.36723169686047,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,18.15,234.0,3.0,187.2646016202742,259.4239513684044,262.9644852255123,,,255.5812599387021,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.4228357127250939,0.1,127.13358582868196,63278.06569590433,251.55131821539783,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,18.15,234.0,3.0,255.5812599387021,251.44444530657097,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1018050654449231,0.0321098313986311,251.44444530657097,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,19.24,236.0,3.0,185.5578518414136,260.4672396415138,263.9138214660044,,,256.5871408901271,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.4813937433929669,0.1,127.13358582868196,63626.84066140978,252.24361371779025,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,19.24,236.0,3.0,256.5871408901271,252.1222706319629,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1093805752957569,0.0344991854352487,252.1222706319629,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,20.32,237.0,3.0,183.2082060662131,260.7767758904177,264.13119862656526,,,256.86567667529397,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.5409873470939199,0.1,127.13358582868196,63636.72414138921,252.2632040972072,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,20.32,237.0,3.0,256.86567667529397,252.1268460122111,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1159049015265132,0.0365569908533159,252.1268460122111,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,21.41,238.0,3.0,179.29356494308433,259.5270072666978,262.77851838726025,,,255.5759361747634,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.6015766818980983,0.1,127.13358582868196,62894.77687683739,250.78831088557018,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,21.41,238.0,3.0,255.5759361747634,250.63578410936609,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1213847016364334,0.0382853474616905,250.63578410936609,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,22.49,240.0,3.0,175.52189236673584,258.24555884763237,261.43089249178166,,,254.26747048134715,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.6605989705178109,0.1,127.13358582868196,62174.48308716474,249.3481162695334,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,22.49,240.0,3.0,254.26747048134715,249.17965159949975,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1256131950721038,0.0396190356303116,249.17965159949975,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,23.48,238.0,3.0,172.5171474085982,257.3796494231502,260.54087467943197,,,253.392111098232,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.7123170471114404,0.1,127.13358582868196,61698.7909182556,248.39241316565128,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,23.48,238.0,3.0,253.392111098232,248.21005519077875,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1283531939693691,0.0404832451098607,248.21005519077875,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,24.57,237.0,3.0,168.4120560411279,255.52989933574895,258.6915084812773,,,251.52817662359067,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.7646738614945329,0.1,127.13358582868196,60769.108800672635,246.51391198200687,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,24.57,237.0,3.0,251.52817662359067,246.31665203690832,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1300220078911138,0.0410095974424163,246.31665203690832,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,25.65,236.0,3.0,164.72852014754457,253.9254911642082,257.1309507134837,,,249.922828296996,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.8095311191521763,0.1,127.13358582868196,59999.48274601849,244.9479184357738,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,25.65,236.0,3.0,249.922828296996,244.7377456625781,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1301914570368543,0.0410630425581047,244.7377456625781,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,26.74,238.0,3.0,161.43043229205577,252.58432545770745,255.8728343893948,,,248.5937003042937,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.8451076582696065,0.1,127.13358582868196,59396.26502550644,243.713489625639,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,26.74,238.0,3.0,248.5937003042937,243.4929638788344,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1287732339756474,0.0406157278475647,243.4929638788344,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,27.82,239.0,3.0,158.04190346234128,251.00784490862353,254.41686762439204,,,247.0326199865136,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.8716207321001986,0.1,127.13358582868196,58706.26127747156,242.29374997608082,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,27.82,239.0,3.0,247.0326199865136,242.06496856901256,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1262319782987417,0.0398142029826708,242.06496856901256,True,,,,,,,,,,,,,,,,,,,,,,,,,
