galaxy,radius_kpc,vobs_kms,errv_kms,v_baryon_050_kms,P_i_sin2_inclination,W_outer_smoothstep_Rd_to_RHI_source,H_spin_context_not_amplitude,A_extent_context_not_amplitude,C_stable_hi_context_not_amplitude,K_pre_projection_outer,K_context_highspin,K_context_projection_asymmetry,K_context_stable_hi,kernel_value_freeze_status,construction_used_vobs_or_residual,endpoint_scores_allowed,claim_boundary,A_hs_prefrozen_km2_s2,A_pa_prefrozen_km2_s2,v2_carrier_km2_s2,v2_hs_positive_control_km2_s2,v2_hs_negative_control_km2_s2,v2_asym_positive_control_km2_s2,v_hs_positive_control_kms,v_hs_negative_control_kms,v_asym_positive_control_kms,prefreeze_used_vobs_or_residual,v_highspin_positive_replay_kms,v_highspin_negative_control_kms,v_asymmetry_positive_replay_kms,v_asymmetry_negative_control_kms,v_combined_positive_replay_kms,v_combined_negative_control_kms,v_split_highspin_plus_asymmetry_minus_control_kms,v_split_highspin_minus_asymmetry_plus_control_kms,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim
UGC12506,0.82,107.0,25.6,24.50672152696072,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,600.5794,600.5794,600.5794,600.5794,24.50672152696072,24.50672152696072,24.50672152696072,False,24.50672152696072,24.50672152696072,24.50672152696072,24.50672152696072,24.50672152696072,24.50672152696072,24.50672152696072,24.50672152696072,False,True,False
UGC12506,2.46,159.0,26.5,60.784518588206325,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,3694.7577,3694.7577,3694.7577,3694.7577,60.784518588206325,60.784518588206325,60.784518588206325,False,60.784518588206325,60.784518588206325,60.784518588206325,60.784518588206325,60.784518588206325,60.784518588206325,60.784518588206325,60.784518588206325,False,True,False
UGC12506,4.1,194.0,13.9,82.39705607605165,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,6789.274850000001,6789.274850000001,6789.274850000001,6789.274850000001,82.39705607605165,82.39705607605165,82.39705607605165,False,82.39705607605165,82.39705607605165,82.39705607605165,82.39705607605165,82.39705607605165,82.39705607605165,82.39705607605165,82.39705607605165,False,True,False
UGC12506,5.74,198.0,14.6,94.39728915599218,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,8910.8482,8910.8482,8910.8482,8910.8482,94.39728915599218,94.39728915599218,94.39728915599218,False,94.39728915599218,94.39728915599218,94.39728915599218,94.39728915599218,94.39728915599218,94.39728915599218,94.39728915599218,94.39728915599218,False,True,False
UGC12506,7.38,211.0,13.2,102.35647707888349,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,10476.8484,10476.8484,10476.8484,10476.8484,102.35647707888349,102.35647707888349,102.35647707888349,False,102.35647707888349,102.35647707888349,102.35647707888349,102.35647707888349,102.35647707888349,102.35647707888349,102.35647707888349,102.35647707888349,False,True,False
UGC12506,9.02,222.0,13.6,112.64485474268233,0.9951340343707852,0.0030809285567903,0.4999999999999999,0.6666666666666666,0.4,0.0030659368643269,0.0015329684321634,0.0020439579095513,0.0012263747457307,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,12688.8633,12692.159563928037,12685.567036071963,12699.423344090632,112.65948501536847,112.63022256957484,112.69171816992868,False,112.65948501536849,112.63022256957484,112.69171816992868,112.59797181081625,112.70634235933073,112.58333354445202,112.6126081743843,112.6770920824752,False,True,False
UGC12506,10.65,230.0,11.6,120.1045819275851,0.9951340343707852,0.0119799352855951,0.4999999999999999,0.6666666666666666,0.4,0.0119216413322552,0.0059608206661276,0.0079477608881701,0.0047686565329021,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,14425.110600000002,14437.92784902549,14412.293350974514,14466.17245602388,120.15792878135628,120.05121136820952,120.27540253943812,False,120.15792878135629,120.05121136820951,120.27540253943813,119.93351801717534,120.328673661141,119.88007130024005,119.98694092692593,120.22210781299084,False,True,False
UGC12506,12.29,239.0,11.6,124.85068061488492,0.9951340343707852,0.0264002005131617,0.4999999999999999,0.6666666666666666,0.4,0.0262717380448603,0.0131358690224301,0.0175144920299068,0.0105086952179441,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,15587.692450000002,15615.937839998634,15559.44706000137,15678.180520814243,124.96374610261424,124.7375126415521,125.21254138789072,False,124.96374610261424,124.7375126415521,125.21254138789071,124.48776799021566,125.32528041386094,124.37426980363394,124.60116279226447,125.09970076229443,False,True,False
UGC12506,13.93,237.0,11.6,127.22469276834588,0.9951340343707852,0.0458965951706804,0.4999999999999999,0.6666666666666666,0.4,0.0456732639160819,0.0228366319580409,0.0304488426107213,0.0182693055664327,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,16186.12245,16235.226896368082,16137.018003631916,16343.435435250492,127.41752978443776,127.03156302128976,127.84144646886035,False,127.41752978443776,127.03156302128978,127.84144646886038,126.60493459873318,128.03335456676348,126.41085799242653,126.7987141540386,127.6492498563247,False,True,False
UGC12506,15.57,240.0,11.6,130.79888703654936,0.9951340343707852,0.070061038264763,0.4999999999999999,0.6666666666666666,0.4,0.0697201236606196,0.0348600618303097,0.046480082440413,0.0278880494642478,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,17108.34885,17183.306665131393,17033.391034868604,17348.486730341494,131.08511229400307,130.51203406149412,131.71365430486503,False,131.08511229400307,130.51203406149412,131.71365430486503,129.87767694896033,131.9978959888107,129.5887848331294,130.1659278950905,131.42879789152033,False,True,False
UGC12506,17.21,245.0,11.6,133.87144785203455,0.9951340343707852,0.0984854488020211,0.4999999999999999,0.6666666666666666,0.4,0.0980062219931726,0.0490031109965863,0.0653374813287817,0.039202488797269,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,17921.564550000006,18026.93344328612,17816.19565671389,18259.128587096115,134.2644161469677,133.47732263090197,135.1263430538106,False,134.2644161469677,133.47732263090197,135.12634305381061,132.60467756796476,135.51567245297582,132.20677599736626,133.0013887378249,134.7358886630062,False,True,False
UGC12506,18.85,249.0,11.6,134.5470664860442,0.9951340343707852,0.1307617457890664,0.4999999999999999,0.6666666666666666,0.4,0.1301254636284406,0.0650627318142203,0.0867503090856271,0.0520501854513762,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,18102.9131,18242.8141778298,17963.012022170198,18551.105836523187,135.06596232148868,134.0261617079673,136.20244431185216,False,135.06596232148868,134.0261617079673,136.20244431185216,132.87106669052073,136.71505737976702,132.3435653352554,133.39648211743295,135.68789466526994,False,True,False
UGC12506,20.49,248.0,11.6,133.17119658544786,0.9951340343707852,0.1664818482325105,0.4999999999999999,0.6666666666666666,0.4,0.165671753281123,0.0828358766405614,0.1104478355207486,0.0662687013124492,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,17734.5676,17912.685365759997,17556.44983424,18305.192859631596,133.83828064406683,132.50075408932585,135.29668458477315,False,133.83828064406683,132.50075408932585,135.29668458477317,131.01122982541764,135.9533398831805,130.32967649237992,131.68925584924688,134.63682666295873,False,True,False
UGC12506,22.13,250.0,11.6,131.19274408289508,0.9951340343707852,0.2052376751389652,0.4999999999999999,0.6666666666666666,0.4,0.204238995665919,0.1021194978329595,0.136159330443946,0.0816955982663676,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,17211.5361,17431.118454074265,16991.953745925737,17914.998987430197,132.02696108778034,130.35318847625376,133.84692371298712,False,132.02696108778034,130.35318847625376,133.84692371298712,128.48374688095691,134.6646996859402,127.62637211209734,129.33543817007026,133.02412049457772,False,True,False
UGC12506,23.77,255.0,11.6,128.3023622151985,0.9951340343707852,0.2466211455150423,0.4999999999999999,0.6666666666666666,0.4,0.2454210954975285,0.1227105477487642,0.163614063665019,0.0981684381990114,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,16461.49615,16725.354389770146,16197.637910229852,17306.803050927843,129.3265417065273,127.26994111034172,131.55532315694353,False,129.3265417065273,127.26994111034173,131.55532315694353,124.9647520266101,132.55437107352586,123.90452376447764,126.01606044009748,130.5486300623553,False,True,False
UGC12506,25.41,244.0,14.9,125.1339624162841,0.9951340343707852,0.2902241783673533,0.4999999999999999,0.6666666666666666,0.4,0.2888119574906506,0.1444059787453253,0.1925413049937671,0.1155247829962602,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_prefrozen_branch_replay_controls_not_validation,2150.24905854357,5166.4684684961685,15658.508550000004,15969.017369845202,15347.999730154806,16653.267131133405,126.36857746229956,123.8870442385111,129.047538260648,False,126.36857746229956,123.8870442385111,129.047538260648,121.09397164543991,130.2450611385269,119.8050130379418,122.3693539605068,127.83879814550905,False,True,False
