formula_shell_status,galaxy,evidence_total,gamma_total,amplitude_total_km2_s2,kernel_outer_mean_last8,edgeon_weight,envelope_weight,asymmetry_weight,n_gates,n_blocked,n_caveated,formula_frozen_before_scoring,control_replay_scores_allowed,endpoint_validation_claim_allowed,construction_used_vobs_or_residual,next_script,claim_boundary
UGC12506_EEA_FORMULA_SHELL_FROZEN_REPLAY_ALLOWED_NOT_VALIDATION,UGC12506,8.870851316958106,0.898691615556806,11380.414880850993,0.8094236431905228,0.06730813078571755,0.9233435177162661,0.009348351498016327,5,0,1,True,True,False,False,scripts/run_ugc12506_edgeon_envelope_asymmetry_replay_controls.py,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation
