galaxy,source_id,source_name,source_url,pdf_url,doi,local_pdf,local_text,source_status,machine_readable_text,machine_readable_radial_profile,residual_blind,claim_boundary
UGC12506,UGC12506_HI_SRC1_HIGHMASS_VLA,Hallenbeck et al. 2014 HIghMass VLA imaging,https://arxiv.org/abs/1407.1744,https://arxiv.org/pdf/1407.1744,10.1088/0004-6256/148/4/69,data/external/literature/ugc12506_highmass_hi_context/hallenbeck_2014_highmass_ugc12506.pdf,data/external/literature/ugc12506_highmass_hi_context/hallenbeck_2014_highmass_ugc12506.txt,CACHED_AND_TEXT_EXTRACTED,True,False,True,ugc12506_highmass_fast_source_context_not_kernel_freeze
