galaxy,n_points,rmse_newton,rmse_tpg_v6,rmse_mond,rmse_exponential_disk,rmse_warp_vertical_overlay,rmse_expdisk_wvo_frozen_protocol,frozen_minus_expdisk,frozen_minus_wvo,frozen_minus_tpg_v6,formula_id,formula_freeze_status,retrospective_endpoint_scores_allowed,prospective_endpoint_protocol_ready,protocol_audit_status,claim_boundary
NGC4013,36,65.6912991112144,12.273912532057183,14.334222058319126,10.880207082032726,11.450495413211733,10.614758288774299,-0.2654487932584271,-0.8357371244374345,-1.6591542432828845,NGC4013_EXPDISK_WVO_MIXED_FREEZE_V1,MIXED_FORMULA_FREEZE_READY_NOT_RETROACTIVE_ENDPOINT,False,True,FROZEN_PROTOCOL_SCORE_RECORDED_NOT_RETROACTIVE_ENDPOINT,ngc4013_expdisk_wvo_frozen_protocol_audit_not_endpoint
