galaxy,n_points,rmse_newton,rmse_tpg_v6,rmse_mond,rmse_original_compact_family,rmse_wrong_family_mean,rmse_warp_vertical_overlay,wvo_minus_tpg_v6,wvo_minus_mond,wvo_minus_original_compact,formula_id,gamma_overlay_upper,label_promotion_status,endpoint_scores_allowed,endpoint_status,claim_boundary
NGC4013,36,65.6912991112144,12.273912532057183,14.334222058319126,16.99356852880305,12.999797727269945,11.450495413211733,-0.82341711884545,-2.8837266451073926,-5.543073115591316,NGC4013_WARP_VERTICAL_OVERLAY_V1,0.2164658634538152,CAVEATED_REPLACEMENT_LABEL_PROMOTED_ENDPOINT_SCORE_ALLOWED,True,CAVEATED_ENDPOINT_PRELIMINARY_CONTROL_RESULT,ngc4013_warp_vertical_overlay_caveated_preliminary_endpoint
