formula_shell_status,galaxy,nfw_c,nfw_r200_kpc,rs_nfw_kpc,evidence_total,gamma_total,amplitude_total_km2_s2,kernel_inner_mean_first8,kernel_outer_mean_last8,n_gates,n_blocked,n_caveated,formula_frozen_before_scoring,control_replay_scores_allowed,endpoint_validation_claim_allowed,construction_used_vobs_or_residual,next_script,claim_boundary
UGC12506_SOURCE_NATIVE_NFW_HSE_SHELL_FROZEN_REPLAY_ALLOWED_NOT_VALIDATION,UGC12506,14.87,123.0,8.271687962340282,10.359352052189111,0.911966809778795,11548.52284497894,0.7294420822548686,0.9056611088925556,5,0,0,True,True,False,False,scripts/run_ugc12506_source_native_nfw_hse_replay.py,ugc12506_source_native_nfw_hse_shell_replay_not_validation
