galaxy,radius_kpc,vobs_kms,errv_kms,v_baryon_050_kms,P_i_sin2_inclination,W_outer_smoothstep_Rd_to_RHI_source,H_spin_context_not_amplitude,A_extent_context_not_amplitude,C_stable_hi_context_not_amplitude,K_pre_projection_outer,K_context_highspin,K_context_projection_asymmetry,K_context_stable_hi,kernel_value_freeze_status,construction_used_vobs_or_residual,endpoint_scores_allowed,claim_boundary,A_hs_prefrozen_km2_s2,A_pa_prefrozen_km2_s2,v2_carrier_km2_s2,v2_hs_positive_control_km2_s2,v2_hs_negative_control_km2_s2,v2_asym_positive_control_km2_s2,v_hs_positive_control_kms,v_hs_negative_control_kms,v_asym_positive_control_kms,prefreeze_used_vobs_or_residual,K_envelope_source_support,K_envelope_source_support_norm,A_env_source_frozen_km2_s2,v2_envelope_positive_prefrozen_km2_s2,v2_envelope_negative_control_km2_s2,v_envelope_positive_prefrozen_kms,v_envelope_negative_control_kms,endpoint_validation_claim_allowed,K_source_native_nfw_velocity2,K_highspin_envelope,W_outer_Rd_to_RHI_source,K_source_native_nfw_hse,A_source_native_nfw_hse_km2_s2,v2_source_native_nfw_hse_positive_km2_s2,v2_source_native_nfw_hse_negative_km2_s2,v_source_native_nfw_hse_positive_kms,v_source_native_nfw_hse_negative_kms
UGC12506,17.21,245.0,11.6,133.87144785203455,0.9951340343707852,0.0984854488020211,0.4999999999999999,0.6666666666666666,0.4,0.0980062219931726,0.0490031109965863,0.0653374813287817,0.039202488797269,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,17921.564550000006,18026.93344328612,17816.19565671389,18259.128587096115,134.2644161469677,133.47732263090197,135.1263430538106,False,0.0431886209190991,0.0507109125525282,11285.49621387047,18493.86236161348,17349.266738386534,135.9921408082595,131.7166152707643,False,1.0,0.0507109125525282,0.0984854488020211,1.0,11548.52284497894,29470.087394978946,6373.041705021067,171.6685393279122,79.83133285259032
UGC12506,18.85,249.0,11.6,134.5470664860442,0.9951340343707852,0.1307617457890664,0.4999999999999999,0.6666666666666666,0.4,0.1301254636284406,0.0650627318142203,0.0867503090856271,0.0520501854513762,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,18102.9131,18242.8141778298,17963.012022170198,18551.105836523187,135.06596232148868,134.0261617079673,136.20244431185216,False,0.0619416726096229,0.0727302394986831,11285.49621387047,18923.709942496283,17282.11625750372,137.56347604831845,131.46146301294428,False,0.99977285579859,0.0727302394986831,0.1307617457890664,0.99977285579859,11548.52284497894,29648.812764979855,6557.01343502015,172.1883061214665,80.97538783494741
UGC12506,20.49,248.0,11.6,133.17119658544786,0.9951340343707852,0.1664818482325105,0.4999999999999999,0.6666666666666666,0.4,0.165671753281123,0.0828358766405614,0.1104478355207486,0.0662687013124492,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,17734.5676,17912.685365759997,17556.44983424,18305.192859631596,133.83828064406683,132.50075408932585,135.29668458477315,False,0.0843118742542296,0.0989967262546981,11285.49621387047,18851.79477933297,16617.34042066703,137.30183822270175,128.9082635856485,False,0.9969214421379906,0.0989967262546981,0.1664818482325105,0.9969214421379906,11548.52284497894,29247.537649179932,6221.5975508200645,171.01911486491775,78.87710409757742
UGC12506,22.13,250.0,11.6,131.19274408289508,0.9951340343707852,0.2052376751389652,0.4999999999999999,0.6666666666666666,0.4,0.204238995665919,0.1021194978329595,0.136159330443946,0.0816955982663676,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,17211.5361,17431.118454074265,16991.953745925737,17914.998987430197,132.02696108778034,130.35318847625376,133.84692371298712,False,0.1102487326843641,0.1294510851054157,11285.49621387047,18672.455830838593,15750.616369161407,136.64719474192873,125.50145962960514,False,0.992105683968458,0.1294510851054157,0.2052376751389652,0.992105683968458,11548.52284497894,28668.891255943192,5754.18094405681,169.3189040123494,75.85631775967516
UGC12506,23.77,255.0,11.6,128.3023622151985,0.9951340343707852,0.2466211455150423,0.4999999999999999,0.6666666666666666,0.4,0.2454210954975285,0.1227105477487642,0.163614063665019,0.0981684381990114,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,16461.49615,16725.354389770146,16197.637910229852,17306.803050927843,129.3265417065273,127.26994111034172,131.55532315694353,False,0.1396497931412091,0.1639730164394011,11285.49621387047,18312.01300620378,14610.979293796216,135.32188664884842,120.87588383873856,False,0.9858195540420648,0.1639730164394011,0.2466211455150423,0.9858195540420648,11548.52284497894,27846.255790881733,5076.736509118264,166.87197425236428,71.25122110615553
UGC12506,25.41,244.0,14.9,125.1339624162841,0.9951340343707852,0.2902241783673533,0.4999999999999999,0.6666666666666666,0.4,0.2888119574906506,0.1444059787453253,0.1925413049937671,0.1155247829962602,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,15658.508550000004,15969.017369845202,15347.999730154806,16653.267131133405,126.36857746229956,123.8870442385111,129.047538260648,False,0.1723661427641685,0.20238767079652,11285.49621387047,17942.553842508194,13374.463257491814,133.9498183743009,115.64801449870124,False,0.978436733568921,0.20238767079652,0.2902241783673533,0.978436733568921,11548.52284497894,26958.00751998726,4359.009580012747,164.18893848243025,66.02279591181176
UGC12506,27.05,244.0,11.6,123.15285136772108,0.9951340343707852,0.33563869270251,0.4999999999999999,0.6666666666666666,0.4,0.3340054863599849,0.1670027431799924,0.2226703242399899,0.133602194543994,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,15166.6248,15525.722291296974,14807.52730870303,16317.044009055728,124.60225636519178,121.68618372150156,127.73818539910346,False,0.2082067044665794,0.2444706906208622,11285.49621387047,17925.59785340404,12407.65174659596,133.8865110957935,111.3896393144172,False,0.9702424646330204,0.2444706906208622,0.33563869270251,0.9702424646330204,11548.52284497894,26371.492067983105,3961.7575320168944,162.39301730056962,62.94249384967912
UGC12506,28.68,249.0,11.6,122.68695957598754,0.9951340343707852,0.3821677017281477,0.4999999999999999,0.6666666666666666,0.4,0.3803080868269425,0.1901540434134712,0.253538724551295,0.152123234730777,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,15052.090050000004,15460.968602828072,14643.211497171931,16361.989875937004,124.34214330961194,121.00913807300644,127.91399405826168,False,0.2466972405051973,0.2896652387591453,11285.49621387047,18321.106005306225,11783.074094693784,135.355480145084,108.54986916018731,False,0.9615111507477478,0.2896652387591453,0.3821677017281477,0.9615111507477478,11548.52284497894,26156.12354011236,3948.056559887649,161.72854893342844,62.83356236827297
UGC12506,30.32,251.0,11.6,122.5679507456986,0.9951340343707852,0.4299761035906067,0.4999999999999999,0.6666666666666666,0.4,0.4278838546491511,0.2139419273245754,0.285255903099434,0.1711535418596604,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,15022.902549999995,15482.930977812664,14562.874122187332,16496.66817881562,124.43042625424324,120.6767339721594,128.4393560355066,False,0.288045792549621,0.3382155921225045,11285.49621387047,18839.83333437048,11205.97176562951,137.2582723713601,105.85826262332812,False,0.9523047432769568,0.3382155921225045,0.4299761035906067,0.9523047432769568,11548.52284497894,26020.615633115736,4025.189466884254,161.3090686635929,63.444380892906935
UGC12506,31.96,249.0,11.6,121.6038457451079,0.9951340343707852,0.4783742322544866,0.4999999999999999,0.6666666666666666,0.4,0.4760464796824342,0.238023239841217,0.3173643197882894,0.1904185918729737,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,14787.495299999997,15299.304547380065,14275.686052619929,16427.148051211927,123.69035753598608,119.4809024598489,128.1684362517228,False,0.3317257821898773,0.3895034565600286,11285.49621387047,19183.23508429766,10391.755515702333,138.50355621534655,101.9399603477573,False,0.9428075185183626,0.3895034565600286,0.4783742322544866,0.9428075185183626,11548.52284497894,25675.529466027212,3899.4611339727817,160.23585574404754,62.445665453839
UGC12506,33.6,244.0,12.9,118.81256183585975,0.9951340343707852,0.5269540067263991,0.4999999999999999,0.6666666666666666,0.4,0.5243898666414913,0.2621949333207456,0.3495932444276609,0.2097559466565965,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,14116.424849999998,14680.209258527824,13552.640441472173,15922.587324134782,121.16191339908686,116.4158083830206,126.1847349093177,False,0.3774066636816231,0.4431407141837351,11285.49621387047,19117.487702132395,9115.3619978676,138.26600342142098,95.47440493591778,False,0.9331228241981836,0.4431407141837351,0.5269540067263991,0.9331228241981836,11548.52284497894,24892.615102423988,3340.234597576009,157.77393670192802,57.79476271753358
UGC12506,35.24,239.0,16.2,115.74568026496712,0.9951340343707852,0.5753073460129561,0.4999999999999999,0.6666666666666666,0.4,0.5725079202410222,0.286253960120511,0.381671946827348,0.2290031680964088,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,13397.0625,14012.579808253497,12781.545191746503,15368.95857859304,118.37474311800426,113.0554960704985,123.97160392038587,False,0.4247280902101901,0.4987042554935209,11285.49621387047,19025.18748721322,7768.937512786778,137.93182188027976,88.14157652769083,False,0.9233315982525836,0.4987042554935209,0.5753073460129561,0.9233315982525836,11548.52284497894,24060.178555910876,2733.9464440891225,155.11343770257585,52.28715371952391
UGC12506,36.88,238.0,18.4,113.9756895131589,0.9951340343707852,0.6230261691207688,0.4999999999999999,0.6666666666666666,0.4,0.6199945451957257,0.3099972725978628,0.4133296967971505,0.2479978180782903,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,12990.457799999998,13657.029143554628,12323.886456445369,15125.912645595556,116.86329254113384,111.01300129464732,122.98744913850176,False,0.473301418544332,0.5557377461009653,11285.49621387047,19262.23402952735,6718.681570472646,138.7884506345083,81.96756413650857,False,0.9134973219933172,0.5557377461009653,0.6230261691207688,0.9134973219933172,11548.52284497894,23540.002491866908,2440.91310813309,153.42751543275054,49.40559794328058
UGC12506,38.52,241.0,24.9,113.74959164761869,0.9951340343707852,0.6697023950564492,0.4999999999999999,0.6666666666666666,0.4,0.6664436462203016,0.3332218231101507,0.4442957641468677,0.2665774584881206,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,12938.969600000002,13655.479511428775,12222.459688571227,15234.409656151203,116.85666224665488,110.55523365526948,123.42775075383658,False,0.5227110312619422,0.6137531792510653,11285.49621387047,19865.478780688863,6012.46041931114,140.94494946853848,77.54005686940873,False,0.9036697918378872,0.6137531792510653,0.6697023950564492,0.9036697918378872,11548.52284497894,23375.020835357205,2502.918364642799,152.88891665309558,50.02917513454324
UGC12506,40.16,237.0,23.0,113.56127178752448,0.9951340343707852,0.7149279428266089,0.4999999999999999,0.6666666666666666,0.4,0.7114491280294493,0.3557245640147246,0.4742994186862995,0.2845796512117797,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,12896.162450000002,13661.058858873484,12131.26604112652,15346.61544126883,116.88053242038848,110.14202667976706,123.88145721321182,False,0.5725155086839723,0.6722322518754017,11285.49621387047,20482.636983381468,5309.687916618535,143.1175635042096,72.8676053992344,False,0.8938880155881002,0.6722322518754017,0.7149279428266089,0.8938880155881002,11548.52284497894,23219.248618872065,2573.0762811279365,152.37863570353971,50.72549931866552
UGC12506,41.8,228.0,14.0,112.53139495269754,0.9951340343707852,0.7582947314378599,0.4999999999999999,0.6666666666666666,0.4,0.7546048953378685,0.3773024476689341,0.5030699302252456,0.3018419581351474,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,12663.31485,13474.60908288631,11852.02061711369,15262.4097819573,116.08018385101872,108.8669858915626,123.54112587295496,False,0.6222486754943,0.7306275935049262,11285.49621387047,20908.80979024914,4417.819909750862,144.59878903451832,66.4666827045766,False,0.8841824535857327,0.7306275935049262,0.7582947314378599,0.8841824535857327,11548.52284497894,22874.316114364367,2452.3135856356366,151.24257374947163,49.52083991246147
UGC12506,43.44,233.0,16.9,111.75475359017172,0.9951340343707852,0.7993946798968136,0.4999999999999999,0.6666666666666666,0.4,0.7955048528602584,0.3977524264301291,0.5303365685735055,0.3182019411441034,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,12489.124949999998,13344.391730464804,11633.858169535191,15229.09210922547,115.51792817768506,107.86036421937018,123.40620774185336,False,0.6714205417518574,0.7883638711809955,11285.49621387047,21386.20243336539,3592.047466634606,146.24022166752002,59.933692249306695,False,0.8745767651575362,0.7883638711809955,0.7993946798968136,0.8745767651575362,11548.52284497894,22589.194702109584,2389.0551978904095,150.29702160092722,48.877962292738935
UGC12506,45.08,233.0,13.7,112.52141618376476,0.9951340343707852,0.8378197072100815,0.4999999999999999,0.6666666666666666,0.4,0.8337429053113183,0.416871452655659,0.5558286035408788,0.3334971621245273,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,12661.069099999995,13557.446548606518,11764.691651393476,15532.740054082204,116.43644853999336,108.46516330782651,124.63041384061198,False,0.719518154050778,0.8448387888646335,11285.49621387047,22195.49405306273,3126.6441469372603,148.98152252230048,55.91640320100409,False,0.8650891783388326,0.8448387888646335,0.8378197072100815,0.8650891783388326,11548.52284497894,22651.571238990065,2670.5669610099267,150.50438943429546,51.677528588448645
UGC12506,46.71,230.0,11.6,111.47700637351184,0.9951340343707852,0.8729563961762012,0.4999999999999999,0.6666666666666666,0.4,0.8687086203566046,0.4343543101783021,0.5791390802377363,0.3474834481426418,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,12427.12295,13361.092896535234,11493.153003464764,15419.226746922135,115.59019377324029,107.20612390840724,124.17417906683391,False,0.7657288919716956,0.8990981896008847,11285.49621387047,22573.89216463858,2280.353735361421,150.24610532269574,47.753049487560695,False,0.8557901944964367,0.8990981896008847,0.8729563961762012,0.8935961858284323,11548.52284497894,22746.838916225697,2107.4069837743064,150.820552035277,45.90650263061113
UGC12506,48.35,226.0,11.6,113.81592748820351,0.9951340343707852,0.9048298618732978,0.4999999999999999,0.6666666666666666,0.4,0.9004269908651351,0.4502134954325674,0.6002846605767567,0.3601707963460541,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,12954.06535,13922.136494697488,11985.994205302512,16055.41712099174,117.99210352687795,109.48056542282978,126.70997246070152,False,0.8100660222791723,0.9511576508664842,11285.49621387047,23688.35141764764,2219.779282352363,153.91020569685313,47.114533663747146,False,0.846576055866559,0.9511576508664842,0.9048298618732978,0.9412046060248304,11548.52284497894,23823.588244477156,2084.5424555228437,154.34891721187148,45.65678980746285
UGC12506,49.99,225.0,11.6,116.61010376463956,0.9951340343707852,0.932806651743284,0.4999999999999999,0.6666666666666666,0.4,0.9282676466371984,0.464133823318599,0.6188450977581321,0.3713070586548793,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_source_native_nfw_hse_shell_replay_not_validation,2150.24905854357,5166.4684684961685,13597.916300000006,14595.919616629051,12599.91298337096,16795.159984450824,120.81357380952296,112.24933399967664,129.59614185789184,False,0.8516632563920603,1.0,11285.49621387047,24883.412513870477,2312.420086129536,157.74477016329408,48.08762924214018,False,0.8375118147231883,1.0,0.932806651743284,0.9890818747790934,11548.52284497894,25020.35092644097,2175.4816735590484,158.17822519689923,46.64205906217101
