formula_shell_status,galaxy,edgeon_weight,asymmetry_weight,evidence_total,gamma_total,amplitude_ph_km2_s2,kernel_inner_mean_first8,kernel_outer_mean_last8,n_gates,n_blocked,n_caveated,formula_frozen_before_scoring,control_replay_scores_allowed,endpoint_validation_claim_allowed,construction_used_vobs_or_residual,next_script,claim_boundary
UGC12506_INCREMENTAL_PROJECTION_HISTORY_SHELL_FROZEN_REPLAY_ALLOWED_NOT_VALIDATION,UGC12506,0.8275862068965518,0.1724137931034482,0.7214721749188191,0.4191018509798697,9586.668223428767,0.002210047976349475,0.7519432608532124,5,0,2,True,True,False,False,scripts/run_ugc12506_projection_history_incremental_replay.py,ugc12506_projection_history_incremental_formula_shell_not_validation
