galaxy,outer_radius_threshold_kpc,outer_mean_observed_minus_baryonic_km_s,outer_mean_prefrozen_lift_km_s,outer_mean_required_delta_v2_km2_s2,outer_mean_prefrozen_delta_v2_km2_s2,outer_delta_v2_fraction,best_prefrozen_rmse_km_s,best_prior_diagnostic_model,best_prior_diagnostic_rmse_km_s,diagnostic_scaled_shape_rmse_km_s,claim_boundary
UGC12506,35.24,119.4257164433742,14.311020426174235,41416.273415,3458.115411116808,0.08349653713326027,109.3716084783646,PRIOR_DIAGNOSTIC_TAU_BEST_FAMILY,37.36329931819013,70.99220640468191,ugc12506_prefrozen_replay_failure_modes_diagnostic_only
