control_replay_status,galaxy,n_points,epsilon_t_max,xi_t_max_max,control_low_rmse_km_s,control_mid_rmse_km_s,control_high_rmse_km_s,best_control_edge_rmse_km_s,rmse_improvement_vs_low_km_s,interval_clipped_diagnostic_rmse_km_s,obs_inside_interval_fraction,obs_inside_interval_with_err_fraction,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim,claim_boundary
U12506_XI_T_CAVEATED_INTERVAL_CONTROL_REPLAY_COMPLETE_NOT_ENDPOINT,UGC12506,31,0.0238438398284599,1.02384383982846,77.54088578927833,77.0113602375654,76.4856112717718,76.4856112717718,1.0552745175065326,76.4856112717718,0.0,0.0,False,True,False,ugc12506_xi_t_caveated_interval_control_replay_not_endpoint
