n_candidates,n_endpoint_scores_allowed,n_matched_beats_all_baselines,n_matched_beats_all_wrong_families_single_case,mean_matched_minus_best_baseline_km_s,mean_matched_minus_wrong_mean_km_s,claim_boundary
4,4,4,3,-4.057739454103304,-8.222059675297979,projection_enriched_candidate_kernel_audit_not_population_validation
