galaxy,radius_kpc,vobs_kms,errv_kms,v_baryon_050_kms,P_i_sin2_inclination,W_outer_smoothstep_Rd_to_RHI_source,H_spin_context_not_amplitude,A_extent_context_not_amplitude,C_stable_hi_context_not_amplitude,K_pre_projection_outer,K_context_highspin,K_context_projection_asymmetry,K_context_stable_hi,kernel_value_freeze_status,construction_used_vobs_or_residual,endpoint_scores_allowed,claim_boundary
UGC12506,0.82,107.0,25.6,24.50672152696072,0.9951340343707851,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,2.46,159.0,26.5,60.784518588206325,0.9951340343707851,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,4.1,194.0,13.9,82.39705607605165,0.9951340343707851,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,5.74,198.0,14.6,94.39728915599218,0.9951340343707851,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,7.38,211.0,13.2,102.35647707888349,0.9951340343707851,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,9.02,222.0,13.6,112.64485474268233,0.9951340343707851,0.0030809285567903913,0.4999999999999999,0.6666666666666666,0.4,0.0030659368643269824,0.0015329684321634908,0.0020439579095513213,0.001226374745730793,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,10.65,230.0,11.6,120.1045819275851,0.9951340343707851,0.011979935285595189,0.4999999999999999,0.6666666666666666,0.4,0.011921641332255263,0.00596082066612763,0.007947760888170174,0.004768656532902106,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,12.29,239.0,11.6,124.85068061488492,0.9951340343707851,0.026400200513161762,0.4999999999999999,0.6666666666666666,0.4,0.026271738044860334,0.013135869022430163,0.01751449202990689,0.010508695217944133,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,13.93,237.0,11.6,127.22469276834588,0.9951340343707851,0.04589659517068048,0.4999999999999999,0.6666666666666666,0.4,0.04567326391608196,0.022836631958040976,0.030448842610721304,0.018269305566432786,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,15.57,240.0,11.6,130.79888703654936,0.9951340343707851,0.07006103826476305,0.4999999999999999,0.6666666666666666,0.4,0.0697201236606196,0.03486006183030979,0.04648008244041306,0.02788804946424784,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,17.21,245.0,11.6,133.87144785203455,0.9951340343707851,0.09848544880202112,0.4999999999999999,0.6666666666666666,0.4,0.09800622199317267,0.04900311099658632,0.06533748132878178,0.03920248879726907,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,18.85,249.0,11.6,134.5470664860442,0.9951340343707851,0.1307617457890664,0.4999999999999999,0.6666666666666666,0.4,0.13012546362844066,0.06506273181422031,0.0867503090856271,0.05205018545137627,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,20.49,248.0,11.6,133.17119658544786,0.9951340343707851,0.16648184823251055,0.4999999999999999,0.6666666666666666,0.4,0.165671753281123,0.08283587664056148,0.11044783552074866,0.0662687013124492,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,22.13,250.0,11.6,131.19274408289508,0.9951340343707851,0.20523767513896526,0.4999999999999999,0.6666666666666666,0.4,0.20423899566591908,0.10211949783295951,0.13615933044394604,0.08169559826636763,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,23.77,255.0,11.6,128.3023622151985,0.9951340343707851,0.2466211455150423,0.4999999999999999,0.6666666666666666,0.4,0.2454210954975285,0.12271054774876422,0.163614063665019,0.0981684381990114,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,25.41,244.0,14.9,125.1339624162841,0.9951340343707851,0.2902241783673533,0.4999999999999999,0.6666666666666666,0.4,0.28881195749065064,0.1444059787453253,0.1925413049937671,0.11552478299626026,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,27.05,244.0,11.6,123.15285136772108,0.9951340343707851,0.33563869270251,0.4999999999999999,0.6666666666666666,0.4,0.33400548635998495,0.16700274317999245,0.22267032423998995,0.133602194543994,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,28.68,249.0,11.6,122.68695957598754,0.9951340343707851,0.38216770172814774,0.4999999999999999,0.6666666666666666,0.4,0.3803080868269425,0.1901540434134712,0.253538724551295,0.15212323473077702,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,30.32,251.0,11.6,122.5679507456986,0.9951340343707851,0.42997610359060673,0.4999999999999999,0.6666666666666666,0.4,0.4278838546491511,0.21394192732457548,0.28525590309943405,0.17115354185966045,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,31.96,249.0,11.6,121.6038457451079,0.9951340343707851,0.4783742322544866,0.4999999999999999,0.6666666666666666,0.4,0.4760464796824342,0.23802323984121704,0.31736431978828944,0.1904185918729737,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
