context_status,galaxy,source_cached,text_extracted,n_evidence_rows,supports_projection_context,supports_outer_hi_context,supports_closure_stability_context,supports_history_memory_context,formula_freeze_allowed,endpoint_scores_allowed,uses_vobs_or_residual_in_acquisition,recommended_next_gate,claim_boundary
UGC12506_HIGHMASS_FAST_SOURCE_CONTEXT_CACHED_FORMULA_VALUES_OPEN,UGC12506,True,True,5,True,True,True,True,False,False,False,build_ugc12506_projection_highspin_formula_preflight_from_source_context,ugc12506_highmass_fast_source_context_not_kernel_freeze
