control_replay_status,n_galaxies,n_points,current_beats_pure_beta_count,current_beats_carrier_count,construction_used_vobs,scoring_used_vobs,endpoint_scores_allowed,endpoint_validation_claim,next_action,claim_boundary
EDGEON_VERTICAL_HALO_GATED_BETA_CONTROL_REPLAY_COMPLETE_NOT_ENDPOINT,2,37,2,2,False,True,False,False,review_control_replay_radial_zones_before_any_endpoint_claim,beta_transfer_edgeon_vertical_halo_control_replay_not_endpoint
