galaxy,radius_kpc,vobs_kms,errv_kms,v_baryon_050_kms,P_i_sin2_inclination,W_outer_smoothstep_Rd_to_RHI_source,H_spin_context_not_amplitude,A_extent_context_not_amplitude,C_stable_hi_context_not_amplitude,K_pre_projection_outer,K_context_highspin,K_context_projection_asymmetry,K_context_stable_hi,kernel_value_freeze_status,construction_used_vobs_or_residual,endpoint_scores_allowed,claim_boundary,A_hs_prefrozen_km2_s2,A_pa_prefrozen_km2_s2,v2_carrier_km2_s2,v2_hs_positive_control_km2_s2,v2_hs_negative_control_km2_s2,v2_asym_positive_control_km2_s2,v_hs_positive_control_kms,v_hs_negative_control_kms,v_asym_positive_control_kms,prefreeze_used_vobs_or_residual,K_envelope_source_support,K_envelope_source_support_norm,A_env_source_frozen_km2_s2,v2_envelope_positive_prefrozen_km2_s2,v2_envelope_negative_control_km2_s2,v_envelope_positive_prefrozen_kms,v_envelope_negative_control_kms,endpoint_validation_claim_allowed,K_edgeon_disk_integration_raw,K_extended_hi_envelope_raw,K_arm_asymmetry_extent_raw,K_edgeon_disk_integration,K_extended_hi_envelope,K_arm_asymmetry_extent,K_edgeon_envelope_asymmetry_combined,A_eea_source_frozen_km2_s2,v2_eea_positive_prefrozen_km2_s2,v2_eea_negative_control_km2_s2,v_eea_positive_prefrozen_kms,v_eea_negative_control_kms
UGC12506,22.13,250.0,11.6,131.19274408289508,0.9951340343707852,0.2052376751389652,0.4999999999999999,0.6666666666666666,0.4,0.204238995665919,0.1021194978329595,0.136159330443946,0.0816955982663676,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,17211.5361,17431.118454074265,16991.953745925737,17914.998987430197,132.02696108778034,130.35318847625376,133.84692371298712,False,0.1102487326843641,0.1294510851054157,11285.49621387047,18672.455830838593,15750.616369161407,136.64719474192873,125.50145962960514,False,0.0756949012505244,0.1294510851054157,0.0,0.1463910718846336,0.1294510851054157,0.0,0.1293811297056945,11380.414880850993,18683.947033804,15739.125166196,136.68923525210025,125.45567012373732
UGC12506,23.77,255.0,11.6,128.3023622151985,0.9951340343707852,0.2466211455150423,0.4999999999999999,0.6666666666666666,0.4,0.2454210954975285,0.1227105477487642,0.163614063665019,0.0981684381990114,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,16461.49615,16725.354389770146,16197.637910229852,17306.803050927843,129.3265417065273,127.26994111034172,131.55532315694353,False,0.1396497931412091,0.1639730164394011,11285.49621387047,18312.01300620378,14610.979293796216,135.32188664884842,120.87588383873856,False,0.0942678788115648,0.1639730164394011,0.0,0.1823105069896647,0.1639730164394011,0.0,0.1636744012577745,11380.414880850993,18324.178741688353,14598.813558311644,135.36683028603557,120.82555010556187
UGC12506,25.41,244.0,14.9,125.1339624162841,0.9951340343707852,0.2902241783673533,0.4999999999999999,0.6666666666666666,0.4,0.2888119574906506,0.1444059787453253,0.1925413049937671,0.1155247829962602,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,15658.508550000004,15969.017369845202,15347.999730154806,16653.267131133405,126.36857746229956,123.8870442385111,129.047538260648,False,0.1723661427641685,0.20238767079652,11285.49621387047,17942.553842508194,13374.463257491814,133.9498183743009,115.64801449870124,False,0.1146977124123543,0.20238767079652,0.0,0.2218210313424996,0.20238767079652,0.0,0.2018037028842841,11380.414880850993,17955.118413315144,13361.898686684865,133.99671045706737,115.5936792678772
UGC12506,27.05,244.0,11.6,123.15285136772108,0.9951340343707852,0.33563869270251,0.4999999999999999,0.6666666666666666,0.4,0.3340054863599849,0.1670027431799924,0.2226703242399899,0.133602194543994,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,15166.6248,15525.722291296974,14807.52730870303,16317.044009055728,124.60225636519178,121.68618372150156,127.73818539910346,False,0.2082067044665794,0.2444706906208622,11285.49621387047,17925.59785340404,12407.65174659596,133.8865110957935,111.3896393144172,False,0.1368593550011405,0.2444706906208622,0.0,0.2646808086815191,0.2444706906208622,0.0,0.2435455979435971,11380.414880850993,17938.274747003066,12394.974852996937,133.93384466595091,111.33272139401306
UGC12506,28.68,249.0,11.6,122.68695957598754,0.9951340343707852,0.3821677017281477,0.4999999999999999,0.6666666666666666,0.4,0.3803080868269425,0.1901540434134712,0.253538724551295,0.152123234730777,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,15052.090050000004,15460.968602828072,14643.211497171931,16361.989875937004,124.34214330961194,121.00913807300644,127.91399405826168,False,0.2466972405051973,0.2896652387591453,11285.49621387047,18321.106005306225,11783.074094693784,135.355480145084,108.54986916018731,False,0.1604583741545124,0.2896652387591453,0.0,0.3103204178522118,0.2896652387591453,0.0,0.2883476077862665,11380.414880850993,18333.605456508616,11770.57464349139,135.4016449549584,108.4922791883892
UGC12506,30.32,251.0,11.6,122.5679507456986,0.9951340343707852,0.4299761035906067,0.4999999999999999,0.6666666666666666,0.4,0.4278838546491511,0.2139419273245754,0.285255903099434,0.1711535418596604,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,15022.902549999995,15482.930977812664,14562.874122187332,16496.66817881562,124.43042625424324,120.6767339721594,128.4393560355066,False,0.288045792549621,0.3382155921225045,11285.49621387047,18839.83333437048,11205.97176562951,137.2582723713601,105.85826262332812,False,0.185621275082621,0.3382155921225045,0.0,0.358984515139308,0.3382155921225045,0.0,0.3364517512719271,11380.414880850993,18851.86306686341,11193.94203313658,137.30208689915608,105.80142736814366
UGC12506,31.96,249.0,11.6,121.6038457451079,0.9951340343707852,0.4783742322544866,0.4999999999999999,0.6666666666666666,0.4,0.4760464796824342,0.238023239841217,0.3173643197882894,0.1904185918729737,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,14787.495299999997,15299.304547380065,14275.686052619929,16427.148051211927,123.69035753598608,119.4809024598489,128.1684362517228,False,0.3317257821898773,0.3895034565600286,11285.49621387047,19183.23508429766,10391.755515702333,138.50355621534655,101.9399603477573,False,0.2120264279970135,0.3895034565600286,0.0,0.4100510807144734,0.3895034565600286,0.0,0.3872452635123362,11380.414880850993,19194.507059414853,10380.48354058514,138.54424224562655,101.88465802359616
UGC12506,33.6,244.0,12.9,118.81256183585975,0.9951340343707852,0.5269540067263991,0.4999999999999999,0.6666666666666666,0.4,0.5243898666414913,0.2621949333207456,0.3495932444276609,0.2097559466565965,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,14116.424849999998,14680.209258527824,13552.640441472173,15922.587324134782,121.16191339908686,116.4158083830206,126.1847349093177,False,0.3774066636816231,0.4431407141837351,11285.49621387047,19117.487702132395,9115.3619978676,138.26600342142098,95.47440493591778,False,0.2394755520287691,0.4431407141837351,0.0,0.4631366468875995,0.4431407141837351,0.0,0.4403439678780776,11380.414880850993,19127.721894732644,9105.127805267352,138.30300754044592,95.4207933590334
UGC12506,35.24,239.0,16.2,115.74568026496712,0.9951340343707852,0.5753073460129561,0.4999999999999999,0.6666666666666666,0.4,0.5725079202410222,0.286253960120511,0.381671946827348,0.2290031680964088,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,13397.0625,14012.579808253497,12781.545191746503,15368.95857859304,118.37474311800426,113.0554960704985,123.97160392038587,False,0.4247280902101901,0.4987042554935209,11285.49621387047,19025.18748721322,7768.937512786778,137.93182188027976,88.14157652769083,False,0.2677544532501506,0.4987042554935209,0.0,0.5178269707155736,0.4987042554935209,0.0,0.4953293070367549,11380.414880850993,19034.115516722697,7760.009483277305,137.96418200650015,88.09091600884454
UGC12506,36.88,238.0,18.4,113.9756895131589,0.9951340343707852,0.6230261691207688,0.4999999999999999,0.6666666666666666,0.4,0.6199945451957257,0.3099972725978628,0.4133296967971505,0.2479978180782903,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,12990.457799999998,13657.029143554628,12323.886456445369,15125.912645595556,116.86329254113384,111.01300129464732,122.98744913850176,False,0.473301418544332,0.5557377461009653,11285.49621387047,19262.23402952735,6718.681570472646,138.7884506345083,81.96756413650857,False,0.29663376109057,0.5557377461009653,0.0,0.5736784582028635,0.5557377461009653,0.0,0.5517500701062416,11380.414880850993,19269.60250834765,6711.313091652349,138.81499381676193,81.92260427777153
UGC12506,38.52,241.0,24.9,113.74959164761869,0.9951340343707852,0.6697023950564492,0.4999999999999999,0.6666666666666666,0.4,0.6664436462203016,0.3332218231101507,0.4442957641468677,0.2665774584881206,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,12938.969600000002,13655.479511428775,12222.459688571227,15234.409656151203,116.85666224665488,110.55523365526948,123.42775075383658,False,0.5227110312619422,0.6137531792510653,11285.49621387047,19865.478780688863,6012.46041931114,140.94494946853848,77.54005686940873,False,0.3258695828321968,0.6137531792510653,0.0,0.6302194300712318,0.6137531792510653,0.0,0.6091239113621556,11380.414880850993,19871.05242514804,6006.886774851965,140.96472049824396,77.50410811596998
UGC12506,40.16,237.0,23.0,113.56127178752448,0.9951340343707852,0.7149279428266089,0.4999999999999999,0.6666666666666666,0.4,0.7114491280294493,0.3557245640147246,0.4742994186862995,0.2845796512117797,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,12896.162450000002,13661.058858873484,12131.26604112652,15346.61544126883,116.88053242038848,110.14202667976706,123.88145721321182,False,0.5725155086839723,0.6722322518754017,11285.49621387047,20482.636983381468,5309.687916618535,143.1175635042096,72.8676053992344,False,0.3552040894059651,0.6722322518754017,0.0010539987081917,0.6869512546670266,0.6722322518754017,0.0122751026284054,0.667053449035546,11380.414880850993,20487.50744772711,5304.817452272895,143.1345780995183,72.83417777577293
UGC12506,41.8,228.0,14.0,112.53139495269754,0.9951340343707852,0.7582947314378599,0.4999999999999999,0.6666666666666666,0.4,0.7546048953378685,0.3773024476689341,0.5030699302252456,0.3018419581351474,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,12663.31485,13474.60908288631,11852.02061711369,15262.4097819573,116.08018385101872,108.8669858915626,123.54112587295496,False,0.6222486754943,0.7306275935049262,11285.49621387047,20908.80979024914,4417.819909750862,144.59878903451832,66.4666827045766,False,0.3843660430147954,0.7306275935049262,0.0125767482556311,0.7433493683645069,0.7306275935049262,0.1464715984655695,0.7260229768197,11380.414880850993,20925.75753923865,4400.872160761352,144.657379829854,66.33906964045661
UGC12506,43.44,233.0,16.9,111.75475359017172,0.9951340343707852,0.7993946798968136,0.4999999999999999,0.6666666666666666,0.4,0.7955048528602584,0.3977524264301291,0.5303365685735055,0.3182019411441034,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,12489.124949999998,13344.391730464804,11633.858169535191,15229.09210922547,115.51792817768506,107.86036421937018,123.40620774185336,False,0.6714205417518574,0.7883638711809955,11285.49621387047,21386.20243336539,3592.047466634606,146.24022166752002,59.933692249306695,False,0.4130712750658243,0.7883638711809955,0.0253383027207341,0.7988641998686719,0.7883638711809955,0.2950954910184117,0.7844593824769817,11380.414880850993,21416.59817976422,3561.651720235775,146.34410879760148,59.679575402609686
UGC12506,45.08,233.0,13.7,112.52141618376476,0.9951340343707852,0.8378197072100815,0.4999999999999999,0.6666666666666666,0.4,0.8337429053113183,0.416871452655659,0.5558286035408788,0.3334971621245273,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,12661.069099999995,13557.446548606518,11764.691651393476,15532.740054082204,116.43644853999336,108.46516330782651,124.63041384061198,False,0.719518154050778,0.8448387888646335,11285.49621387047,22195.49405306273,3126.6441469372603,148.98152252230048,55.91640320100409,False,0.4410231213195383,0.8448387888646335,0.0392167959164953,0.8529220117772027,0.8448387888646335,0.4567274996551834,0.8417546547377246,11380.414880850993,22240.586298802787,3081.5519011972046,149.13278076533942,55.51172760054585
UGC12506,46.71,230.0,11.6,111.47700637351184,0.9951340343707852,0.8729563961762012,0.4999999999999999,0.6666666666666666,0.4,0.8687086203566046,0.4343543101783021,0.5791390802377363,0.3474834481426418,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,12427.12295,13361.092896535234,11493.153003464764,15419.226746922135,115.59019377324029,107.20612390840724,124.17417906683391,False,0.7657288919716956,0.8990981896008847,11285.49621387047,22573.89216463858,2280.353735361421,150.24610532269574,47.753049487560695,False,0.4677527164959542,0.8990981896008847,0.0539725448388223,0.9046160363980584,0.8990981896008847,0.6285762229722098,0.8969406511227849,11380.414880850993,22634.67968327792,2219.5662167220817,150.44826248008954,47.112272463999034
UGC12506,48.35,226.0,11.6,113.81592748820351,0.9951340343707852,0.9048298618732978,0.4999999999999999,0.6666666666666666,0.4,0.9004269908651351,0.4502134954325674,0.6002846605767567,0.3601707963460541,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,12954.06535,13922.136494697488,11985.994205302512,16055.41712099174,117.99210352687795,109.48056542282978,126.70997246070152,False,0.8100660222791723,0.9511576508664842,11285.49621387047,23688.35141764764,2219.779282352363,153.91020569685313,47.114533663747146,False,0.4932691987084593,0.9511576508664842,0.0696163460529988,0.9539639464964011,0.9511576508664842,0.8107674001623957,0.9500341199692895,11380.414880850993,23765.847786214683,2142.2829137853205,154.1617585077917,46.284802190193275
UGC12506,49.99,225.0,11.6,116.61010376463956,0.9951340343707852,0.932806651743284,0.4999999999999999,0.6666666666666666,0.4,0.9282676466371984,0.464133823318599,0.6188450977581321,0.3713070586548793,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,13597.916300000006,14595.919616629051,12599.91298337096,16795.159984450824,120.81357380952296,112.24933399967664,129.59614185789184,False,0.8516632563920603,1.0,11285.49621387047,24883.412513870477,2312.420086129536,157.74477016329408,48.08762924214018,False,0.5170732086050803,1.0,0.0858647573139408,1.0,1.0,1.0,1.0,11380.414880850993,24978.331180850997,2217.5014191490136,158.045345331177,47.090353780249025
