galaxy,radius_kpc,vobs_kms,errv_kms,v_baryon_050_kms,P_i_sin2_inclination,W_outer_smoothstep_Rd_to_RHI_source,H_spin_context_not_amplitude,A_extent_context_not_amplitude,C_stable_hi_context_not_amplitude,K_pre_projection_outer,K_context_highspin,K_context_projection_asymmetry,K_context_stable_hi,kernel_value_freeze_status,construction_used_vobs_or_residual,endpoint_scores_allowed,claim_boundary,A_hs_prefrozen_km2_s2,A_pa_prefrozen_km2_s2,v2_carrier_km2_s2,v2_hs_positive_control_km2_s2,v2_hs_negative_control_km2_s2,v2_asym_positive_control_km2_s2,v_hs_positive_control_kms,v_hs_negative_control_kms,v_asym_positive_control_kms,prefreeze_used_vobs_or_residual,K_envelope_source_support,K_envelope_source_support_norm,A_env_source_frozen_km2_s2,v2_envelope_positive_prefrozen_km2_s2,v2_envelope_negative_control_km2_s2,v_envelope_positive_prefrozen_kms,v_envelope_negative_control_kms,endpoint_validation_claim_allowed,K_edgeon_disk_integration_raw,K_extended_hi_envelope_raw,K_arm_asymmetry_extent_raw,K_edgeon_disk_integration,K_extended_hi_envelope,K_arm_asymmetry_extent,K_edgeon_envelope_asymmetry_combined,A_eea_source_frozen_km2_s2,v2_eea_positive_prefrozen_km2_s2,v2_eea_negative_control_km2_s2,v_eea_positive_prefrozen_kms,v_eea_negative_control_kms
UGC12506,0.82,107.0,25.6,24.50672152696072,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,600.5794,600.5794,600.5794,600.5794,24.50672152696072,24.50672152696072,24.50672152696072,False,0.0,0.0,11285.49621387047,600.5794,600.5794,24.50672152696072,24.50672152696072,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11380.414880850993,600.5794,600.5794,24.50672152696072,24.50672152696072
UGC12506,2.46,159.0,26.5,60.784518588206325,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,3694.7577,3694.7577,3694.7577,3694.7577,60.784518588206325,60.784518588206325,60.784518588206325,False,0.0,0.0,11285.49621387047,3694.7577,3694.7577,60.784518588206325,60.784518588206325,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11380.414880850993,3694.7577,3694.7577,60.784518588206325,60.784518588206325
UGC12506,4.1,194.0,13.9,82.39705607605165,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,6789.274850000001,6789.274850000001,6789.274850000001,6789.274850000001,82.39705607605165,82.39705607605165,82.39705607605165,False,0.0,0.0,11285.49621387047,6789.274850000001,6789.274850000001,82.39705607605165,82.39705607605165,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11380.414880850993,6789.274850000001,6789.274850000001,82.39705607605165,82.39705607605165
UGC12506,5.74,198.0,14.6,94.39728915599218,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,8910.8482,8910.8482,8910.8482,8910.8482,94.39728915599218,94.39728915599218,94.39728915599218,False,0.0,0.0,11285.49621387047,8910.8482,8910.8482,94.39728915599218,94.39728915599218,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11380.414880850993,8910.8482,8910.8482,94.39728915599218,94.39728915599218
UGC12506,7.38,211.0,13.2,102.35647707888349,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,10476.8484,10476.8484,10476.8484,10476.8484,102.35647707888349,102.35647707888349,102.35647707888349,False,0.0,0.0,11285.49621387047,10476.8484,10476.8484,102.35647707888349,102.35647707888349,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11380.414880850993,10476.8484,10476.8484,102.35647707888349,102.35647707888349
UGC12506,9.02,222.0,13.6,112.64485474268233,0.9951340343707852,0.0030809285567903,0.4999999999999999,0.6666666666666666,0.4,0.0030659368643269,0.0015329684321634,0.0020439579095513,0.0012263747457307,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,12688.8633,12692.159563928037,12685.567036071963,12699.423344090632,112.65948501536847,112.63022256957484,112.69171816992868,False,0.000551853829943,0.0006479718665812,11285.49621387047,12696.175984047,12681.550615953003,112.67730909125846,112.61239104091966,False,0.0007254437271045,0.0006479718665812,0.0,0.0014029806902229,0.0006479718665812,0.0,0.0006927326304576,11380.414880850993,12696.746884736112,12680.97971526389,112.67984240642208,112.6098562083439
UGC12506,10.65,230.0,11.6,120.1045819275851,0.9951340343707852,0.0119799352855951,0.4999999999999999,0.6666666666666666,0.4,0.0119216413322552,0.0059608206661276,0.0079477608881701,0.0047686565329021,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,14425.110600000002,14437.92784902549,14412.293350974514,14466.17245602388,120.15792878135628,120.05121136820952,120.27540253943812,False,0.0030300434601829,0.0035577952171134,11285.49621387047,14465.262084452464,14384.95911554754,120.27161795058908,119.93731327467503,False,0.003065124427633,0.0035577952171134,0.0,0.0059278345437813,0.0035577952171134,0.0,0.0036840586138325,11380.414880850993,14467.03671547079,14383.184484529214,120.27899532117314,119.9299148858583
UGC12506,12.29,239.0,11.6,124.85068061488492,0.9951340343707852,0.0264002005131617,0.4999999999999999,0.6666666666666666,0.4,0.0262717380448603,0.0131358690224301,0.0175144920299068,0.0105086952179441,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,15587.692450000002,15615.937839998634,15559.44706000137,15678.180520814243,124.96374610261424,124.7375126415521,125.21254138789072,False,0.0081821696651099,0.0096072826950083,11285.49621387047,15696.115402480102,15479.269497519905,125.28413867078346,124.41571242218524,False,0.0072560789621835,0.0096072826950083,0.0,0.0140329818707072,0.0096072826950083,0.0,0.0098153559783707,11380.414880850993,15699.395273237102,15475.989626762905,125.2972277156885,124.40253062845186
UGC12506,13.93,237.0,11.6,127.22469276834588,0.9951340343707852,0.0458965951706804,0.4999999999999999,0.6666666666666666,0.4,0.0456732639160819,0.0228366319580409,0.0304488426107213,0.0182693055664327,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,16186.12245,16235.226896368082,16137.018003631916,16343.435435250492,127.41752978443776,127.03156302128976,127.84144646886035,False,0.0164293971493006,0.0192909545245632,11285.49621387047,16403.830444248906,15968.414455751095,128.07743924770242,126.3661919017547,False,0.0134299643617034,0.0192909545245632,0.0,0.0259730423820134,0.0192909545245632,0.0,0.0195603747443662,11380.414880850993,16408.727629815807,15963.517270184191,128.09655588584656,126.34681345480855
UGC12506,15.57,240.0,11.6,130.79888703654936,0.9951340343707852,0.070061038264763,0.4999999999999999,0.6666666666666666,0.4,0.0697201236606196,0.0348600618303097,0.046480082440413,0.0278880494642478,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,17108.34885,17183.306665131393,17033.391034868604,17348.486730341494,131.08511229400307,130.51203406149412,131.71365430486503,False,0.0280439399958459,0.032928437132124,11285.49621387047,17479.962602583255,16736.735097416742,132.21180961844237,129.37053411583622,False,0.0216740319195005,0.032928437132124,0.0,0.0419167567740959,0.032928437132124,0.0,0.0332255975215382,11380.414880850993,17486.469934459277,16730.22776554072,132.23641682403257,129.34538169390015
UGC12506,17.21,245.0,11.6,133.87144785203455,0.9951340343707852,0.0984854488020211,0.4999999999999999,0.6666666666666666,0.4,0.0980062219931726,0.0490031109965863,0.0653374813287817,0.039202488797269,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,17921.564550000006,18026.93344328612,17816.19565671389,18259.128587096115,134.2644161469677,133.47732263090197,135.1263430538106,False,0.0431886209190991,0.0507109125525282,11285.49621387047,18493.86236161348,17349.266738386534,135.9921408082595,131.7166152707643,False,0.0320317994585628,0.0507109125525282,0.0,0.0619482868682671,0.0507109125525282,0.0,0.0509932157773338,11380.414880850993,18501.888501654823,17341.24059834519,136.0216471803471,131.6861442914371
UGC12506,18.85,249.0,11.6,134.5470664860442,0.9951340343707852,0.1307617457890664,0.4999999999999999,0.6666666666666666,0.4,0.1301254636284406,0.0650627318142203,0.0867503090856271,0.0520501854513762,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,18102.9131,18242.8141778298,17963.012022170198,18551.105836523187,135.06596232148868,134.0261617079673,136.20244431185216,False,0.0619416726096229,0.0727302394986831,11285.49621387047,18923.709942496283,17282.11625750372,137.56347604831845,131.46146301294428,False,0.0445097567426339,0.0727302394986831,0.0,0.0860801836217909,0.0727302394986831,0.0,0.0729488914403346,11380.414880850993,18933.10174968917,17272.724450310834,137.59760808127868,131.42573739686924
UGC12506,20.49,248.0,11.6,133.17119658544786,0.9951340343707852,0.1664818482325105,0.4999999999999999,0.6666666666666666,0.4,0.165671753281123,0.0828358766405614,0.1104478355207486,0.0662687013124492,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_edgeon_envelope_asymmetry_formula_shell_not_validation,2150.24905854357,5166.4684684961685,17734.5676,17912.685365759997,17556.44983424,18305.192859631596,133.83828064406683,132.50075408932585,135.29668458477315,False,0.0843118742542296,0.0989967262546981,11285.49621387047,18851.79477933297,16617.34042066703,137.30183822270175,128.9082635856485,False,0.0590822058101331,0.0989967262546981,0.0,0.114262748150345,0.0989967262546981,0.0,0.0990987974588461,11380.414880850993,18862.353029275087,16606.78217072491,137.34028188872733,128.86730450632118
