formula_freeze_status,n_galaxies,n_gates,n_pass_gates,uses_vobs_or_residual_in_construction,control_replay_allowed,endpoint_scores_allowed,endpoint_validation_claim,next_action,claim_boundary
EDGEON_VERTICAL_HALO_GATED_BETA_FORMULA_FROZEN_CONTROL_REPLAY_ALLOWED,2,8,8,False,True,False,False,run_control_replay_scoring_script,beta_transfer_edgeon_vertical_halo_formula_freeze_not_endpoint
