primary_source_freeze_status,n_primary_targets,n_pv_envelope_context_accepted,n_lambda_spin_frozen,n_beta_cl_replay_allowed,n_endpoint_scores_allowed,next_gate,claim_boundary
UGC12506_BETA_CLOSURE_PRIMARY_SOURCE_FREEZE_PREFLIGHT_BUILT_SPIN_BLOCKED,2,2,0,0,0,spin_freeze_or_source_declared_spin_proxy_gate,ugc12506_beta_closure_primary_source_freeze_preflight_not_endpoint
