replay_status,galaxy,n_points,carrier_rmse_km_s,source_envelope_rmse_km_s,eea_rmse_km_s,nfw_hse_rmse_km_s,nfw_hse_minus_eea_rmse_km_s,nfw_hse_minus_envelope_rmse_km_s,nfw_hse_minus_carrier_rmse_km_s,prior_best_diagnostic_model,prior_best_diagnostic_rmse_km_s,nfw_hse_minus_prior_best_diagnostic_rmse_km_s,inner_mean_nfw_hse_lift_km_s_first30pct,outer_mean_nfw_hse_lift_km_s_last30pct,outer_gap_coverage_fraction,formula_frozen_before_scoring,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim,claim_boundary
UGC12506_NFW_HSE_REPLAY_IMPROVES_SOURCE_FROZEN_BRANCHES_NOT_PRIOR_DIAGNOSTICS,UGC12506,31,116.02345816251234,102.4787520989868,102.43209979325052,77.86165798669512,-24.570441806555394,-24.61709411229168,-38.16180017581722,TAU_BEST_FAMILY,37.36329931819013,40.49835866850499,38.877615022158686,38.41624675034132,0.32167482762020033,True,False,True,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_replay_not_validation
