galaxy,r_kpc,vobs_km_s,err_km_s,v_base_km_s,v_full_time_km_s,K_time_shape,source_load,source_status,source_note,construction_used_vobs,epsilon_time_readout_source_frozen,Xi_t_time_readout,v_xi_base_time_readout_km_s,v_xi_full_time_readout_km_s,time_readout_construction_used_vobs,time_readout_endpoint_validation_claim,time_readout_claim_boundary
NGC4013,17.88,166.0,5.0,180.7031157114401,180.9550565101913,0.7808100774933037,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0084327488369276,182.22693970028493,182.48100505251378,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,18.58,166.0,5.0,179.37895409611207,179.63697917035367,0.7938240635609688,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0085732998864585,180.91682366289731,181.1770608634786,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,19.39,166.0,5.0,178.0867750585295,178.35225132962984,0.8108855894915683,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.008757564366509,179.64638145392857,179.91418265056086,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,20.09,168.0,5.0,176.99653102038477,177.26893488215453,0.8269718072199364,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0089312955179752,178.5773393445843,178.85217612574377,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,20.79,172.0,5.0,175.8866610768948,176.16640180440382,0.8439417109045715,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0091145704777693,177.4897924453797,177.77208288946508,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,21.48,173.0,5.0,174.94590434953557,175.23289477930504,0.8612037030747075,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0093009999932068,176.57307620470215,176.86273593245696,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,22.3,171.0,5.0,174.06952590870767,174.36490599040764,0.8819640764796719,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0095252120259806,175.72757505025004,176.02576868985645,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,22.99,170.0,5.0,173.4461621201306,173.74841559001078,0.8992756916904311,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0097121774702567,175.13070202817622,175.43589103739689,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,23.69,172.0,5.0,172.9886758703488,173.2974784075575,0.9163568109558916,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0098966535583236,174.70068486495077,175.01254351388815,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,24.39,173.0,5.0,172.93924812963303,173.25362344901933,0.93264247316757,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0100725387102099,174.68118540093334,174.9987272778937,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,25.2,176.0,5.0,172.7128966728544,173.03356847576774,0.9500952505224626,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0102610287056426,174.48510866344927,174.80907088893736,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,25.9,178.0,5.0,172.0272307937298,172.35376344717915,0.963639110112082,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0104073023892104,173.81757020377864,174.14750118129237,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,26.59,180.0,6.0,171.30860890975046,171.640472161763,0.9752982232513528,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0105332208111146,173.11304031424174,173.4483991551668,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,27.41,180.0,8.0,170.4115155339041,170.74898407458446,0.9865989754100404,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0106552689344284,172.22729606144136,172.56836042017957,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,28.1,180.0,5.0,169.58247597664638,169.9240140760276,0.9936555507153616,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0107314799477258,171.40234691707545,171.74755022572157,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,28.8,180.0,5.0,168.8441307802604,169.18874313059885,0.998247888925664,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0107810772003971,170.66445238903634,171.012780031728,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,29.61,178.0,5.0,168.03420227725243,168.38107940120045,1.0,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0108,169.84897166184675,170.1995950587334,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,30.31,174.0,5.0,167.50907182840126,167.856391927291,0.9981524507607424,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.010780046468216,169.31482740655915,169.66589163225427,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4013,31.01,170.0,10.0,166.3739736868618,166.72183153369653,0.992932195677024,0.18,warp_vertical_overlay,existing trial galaxy full-time/projection source status,False,0.010799999999999999,1.0107236677133118,168.15811289682298,168.50970105561865,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,1.74,84.9,,96.9584818362994,96.9584818362994,0.0,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0,96.9584818362994,96.9584818362994,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,3.5,136.0,,127.47013944449893,127.47013944449893,0.0,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0,127.47013944449893,127.47013944449893,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,5.24,162.0,,171.20843495575795,171.20843495575795,0.0,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0,171.20843495575795,171.20843495575795,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,6.98,179.0,,189.93112935473445,189.9707308035631,0.0076995474562962,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0001616904965822,189.96183941335624,190.00144726536283,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,8.72,182.0,,180.5957383091584,180.88873599660147,0.0542046502873498,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0011382976560343,180.8013100147655,181.0946412207894,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,10.47,179.0,,176.19631257983576,176.83212707807527,0.1148742859855711,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.002412360005697,176.62136151745463,177.25870982916072,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,12.19,174.0,,173.21424801823989,174.30870448060514,0.1946546076460365,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0040877467605667,173.92230399946044,175.0212343226843,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,13.94,171.0,,164.13238144201003,165.9170782941362,0.3014575664171982,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0063306088947612,165.17143935588516,166.96743442577784,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,15.68,168.0,,158.23835892504272,160.90290371307907,0.4351998015500748,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0091391958325515,159.68453027548026,162.3734268601391,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,17.42,165.0,,154.64934669359516,158.35577569327464,0.5937311506524169,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0124683541637007,156.57756951935585,160.33021158848595,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,19.28,171.0,,151.98280467294,156.92265054402307,0.7809472171209713,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.0163998915595405,154.47530618849103,159.4961649961807,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4088,21.48,174.0,,150.00248817994486,156.38002997772006,1.0,0.35,warp_history_asymmetric_projection,existing trial galaxy full-time/projection source status,False,0.020999999999999998,1.021,153.15254043172368,159.66401060725215,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,0.87,47.1,8.2,43.416930946963475,43.416930946963475,0.0,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0,43.416930946963475,43.416930946963475,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,1.74,65.9,6.6,56.31697840583637,56.31768900756643,0.0111802623426417,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0000201244722167,56.318111755303626,56.31882237133417,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,2.61,76.1,5.6,67.54428755368559,67.54554439930838,0.0237169179537796,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0000426904523168,67.54717104987267,67.54842794915078,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,3.5,85.7,5.6,73.33617125304167,73.33807970620674,0.0391011056793106,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0000703819902228,73.34133279872978,73.34324138621558,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,4.37,96.6,5.2,81.96973450105574,81.97219382018021,0.0563194725515857,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.000101375050593,81.97804418703787,81.98050375547594,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,5.24,99.3,5.2,89.12273692260898,89.12576757116858,0.0754597088453254,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0001358274759216,89.1348422390124,89.13787329921735,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,6.11,103.0,5.2,95.2659913820852,95.269611478874,0.0963496127445122,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.00017342930294,95.28251329656449,95.28613402118415,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,6.98,107.0,5.2,100.9624855283494,100.966699255424,0.1188554628048403,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0002139398330487,100.98408542564752,100.98830005420619,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,7.85,111.0,5.2,107.06914084975278,107.07391705338983,0.1428698167763321,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0002571656701973,107.09667535711687,107.10145278902952,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,8.72,114.0,6.1,112.93566658524168,112.94103143607492,0.1692710679853292,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0003046879223736,112.97007671885541,112.97544320429391,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,9.6,115.0,6.1,114.31194709582743,114.3182137304024,0.2001343085747946,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0003602417554347,114.3531270323164,114.3593959243948,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,10.47,111.0,5.6,114.2023681895819,114.20974482743055,0.2353592366363715,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0004236466259455,114.25074963754041,114.25812940047679,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,11.35,110.0,5.6,116.22619218777275,116.23469906862334,0.2762319449916809,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.000497217500985,116.28398188460136,116.29249299522198,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,12.31,111.0,5.2,114.02656892068391,114.03683987348938,0.3272050499351288,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0005889690898833,114.09372704520364,114.10400404728284,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,13.12,109.0,4.8,112.06659525028856,112.07858868885452,0.3755145589716602,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.000675926206149,112.14234399885213,112.15434554409752,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,14.05,108.0,4.4,111.236867950285,111.25092484630348,0.4368670326019325,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0007863606586835,111.32434024703629,111.33840819684477,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,14.98,109.0,5.2,111.81688581446616,111.83302271557196,0.5041299683497512,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0009074339430295,111.91835225205806,111.93450379633566,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,16.03,111.0,5.3,111.01945574362378,111.03835629177328,0.5862651906177716,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.001055277343112,111.13661205991465,111.15553255338439,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,16.95,110.0,4.9,109.24506734261546,109.26677030806816,0.6624417583657051,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0011923951650583,109.37533063272126,109.39705947668504,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,17.88,109.0,4.9,109.95336885696368,109.97751853227464,0.7419099155726978,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0013354378480308,110.10020474725376,110.12438667295515,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,18.93,110.0,5.3,109.23141218473005,109.2586800793998,0.8322178154815749,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0014979920678668,109.39503997374466,109.42234871550434,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,19.97,112.0,10.2,107.91820661557333,107.94868569376636,0.9190550382929316,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0016542990689272,108.09673560429776,108.12726510400148,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC4183,21.02,113.0,11.5,107.47587616288538,107.50917569130831,1.0,0.03,weak_projection_null_control,existing trial galaxy full-time/projection source status,False,0.0018,1.0018,107.66933273997859,107.70269220755267,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,5.03,214.0,6.0,161.6229909937617,161.6229909937617,0.0,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0,161.6229909937617,161.6229909937617,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,7.55,220.0,6.0,190.6306834445936,190.6306834445936,0.0,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0,190.6306834445936,190.6306834445936,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,10.07,235.0,4.0,212.26654213448657,212.26654213448657,0.0,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0,212.26654213448657,212.26654213448657,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,12.58,235.0,4.0,224.6834576868467,224.6834576868467,0.0,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0,224.6834576868467,224.6834576868467,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,15.1,230.0,2.0,227.0077831878875,227.01139047958853,0.0140285745474059,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0001010057367414,227.03071227627444,227.0343199323326,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,17.61,231.0,2.0,227.8154135971181,227.83811464009855,0.0886010025656322,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0006379272184724,227.96074325023926,227.9834587748329,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,20.13,232.0,2.0,227.54777675741337,227.60681789434489,0.2301821969648018,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0016573118181467,227.92489437702642,227.98403336353195,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,22.65,225.0,7.0,226.43848608907751,226.53708693133413,0.3825722767830485,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0027545203928379,227.0622155167332,227.16108795702058,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,25.16,224.0,7.0,221.93156415653397,222.04900508477365,0.446623454771574,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0032156888743553,222.6452270182604,222.7630455999864,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,27.68,229.0,2.0,221.11022154015313,221.2403550145729,0.493075825570228,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0035501459441056,221.8951950963542,222.0257905636004,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,30.2,218.0,2.0,223.47077474978911,223.61343470457993,0.5463230208673184,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0039335257502446,224.34980279669452,224.49302390809103,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,32.71,214.0,2.0,220.55420143653572,220.71427393612473,0.6050311245234237,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0043562240965687,221.51498496343302,221.67575477470194,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,35.23,213.0,2.0,220.78156669001325,220.95814072735055,0.6681152335954904,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0048104296818876,221.84362089163253,222.0210443259601,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,37.75,211.0,2.0,217.5216770244023,217.71839613430183,0.7333875161602317,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0052803901163536,218.6702763378546,218.86803420139776,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,40.26,217.0,2.0,216.81767315703075,217.0324809824731,0.7982665706087089,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0057475193083827,218.0638369198994,218.27987935746606,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,42.78,216.0,3.0,213.9167733738028,214.1514893574075,0.8606246538747819,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0061964975078985,215.24230812691127,215.47847852752344,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,45.29,215.0,3.0,212.57335403613385,212.82502550469,0.9170392037411674,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0066026822669365,213.97690835125144,214.23024152655012,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,47.81,217.0,5.0,211.1336533321544,211.40021072568277,0.9647401256367172,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0069461289045845,212.6002149042954,212.86862383983967,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC5907,50.33,214.0,5.0,211.85259021769437,212.1279471352077,1.0,0.12,edgeon_projection_vertical_warp,existing trial galaxy full-time/projection source status,False,0.0072,1.0072,213.3779288672618,213.6552683545812,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC7331,2.67,221.0,20.0,264.5561224375929,264.5561224375929,0.0,0.1,vertical_outer_warp_overlay,existing trial galaxy full-time/projection source status,False,0.006,1.0,264.5561224375929,264.5561224375929,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC7331,3.21,237.0,13.0,278.7012037401586,278.7012037401586,0.0,0.1,vertical_outer_warp_overlay,existing trial galaxy full-time/projection source status,False,0.006,1.0,278.7012037401586,278.7012037401586,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC7331,3.74,249.0,8.0,291.4795850720429,291.4795850720429,0.0,0.1,vertical_outer_warp_overlay,existing trial galaxy full-time/projection source status,False,0.006,1.0,291.4795850720429,291.4795850720429,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC7331,4.27,250.0,5.0,293.6240850440843,293.6240850440843,0.0,0.1,vertical_outer_warp_overlay,existing trial galaxy full-time/projection source status,False,0.006,1.0,293.6240850440843,293.6240850440843,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC7331,4.81,253.0,5.0,293.37628425625417,293.37628425625417,0.0,0.1,vertical_outer_warp_overlay,existing trial galaxy full-time/projection source status,False,0.006,1.0,293.37628425625417,293.37628425625417,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC7331,5.35,257.0,5.0,296.3280764837622,296.328145987555,0.0003240045110711,0.1,vertical_outer_warp_overlay,existing trial galaxy full-time/projection source status,False,0.006,1.0000019440270664,296.3286525535634,296.32872205749135,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC7331,5.88,257.0,5.0,293.33123194898667,293.33172466164973,0.0022736420577589,0.1,vertical_outer_warp_overlay,existing trial galaxy full-time/projection source status,False,0.006,1.0000136418523466,293.33523353034155,293.3357262497262,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
NGC7331,6.41,257.0,5.0,291.245578615553,291.2469023542483,0.0060650207556844,0.1,vertical_outer_warp_overlay,existing trial galaxy full-time/projection source status,False,0.006,1.0000363901245342,291.25617707842883,291.2575008652951,False,False,time_readout_xi_trial_diagnostic_not_endpoint_validation
