formula_shell_status,galaxy,rs_nfw_proxy_kpc,evidence_total,gamma_total,amplitude_total_km2_s2,kernel_inner_mean_first8,kernel_outer_mean_last8,n_gates,n_blocked,n_caveated,formula_frozen_before_scoring,control_replay_scores_allowed,endpoint_validation_claim_allowed,construction_used_vobs_or_residual,next_script,claim_boundary
UGC12506_NFW_HSE_FORMULA_SHELL_FROZEN_REPLAY_ALLOWED_NOT_VALIDATION,UGC12506,7.38,9.78792348076054,0.9073037548158897,11489.473111820815,0.7577831423819595,0.8873281546775835,5,0,1,True,True,False,False,scripts/run_ugc12506_nfw_like_rapid_rise_highspin_envelope_replay.py,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation
