scan_status,galaxy,n_variants,nominal_rmse_km_s,best_uncertainty_variant,best_uncertainty_rmse_km_s,best_minus_nominal_rmse_km_s,prior_best_diagnostic_model,prior_best_diagnostic_rmse_km_s,best_uncertainty_minus_prior_best_diagnostic_rmse_km_s,interpretation,endpoint_validation_claim,claim_boundary
UGC12506_SOURCE_NATIVE_NFW_HSE_UNCERTAINTY_SCAN_COMPLETE_GAP_REMAINS,UGC12506,9,77.54088578927833,cm1_r200p1,77.51699604371413,-0.023889745564204645,TAU_BEST_FAMILY,37.36329931819013,40.153696725524,quoted c/R200 uncertainty cannot close the gap to prior diagnostic references,False,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
