replay_status,galaxy,n_points,carrier_rmse_km_s,old_prefrozen_combined_rmse_km_s,source_envelope_rmse_km_s,eea_positive_rmse_km_s,eea_minus_source_envelope_rmse_km_s,eea_minus_old_prefrozen_rmse_km_s,eea_minus_carrier_rmse_km_s,prior_best_diagnostic_model,prior_best_diagnostic_rmse_km_s,eea_minus_prior_best_diagnostic_rmse_km_s,outer_mean_observed_minus_baryonic_km_s_last30pct,outer_mean_source_envelope_lift_km_s_last30pct,outer_mean_eea_lift_km_s_last30pct,eea_lift_fraction_of_outer_gap,formula_frozen_before_scoring,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim,claim_boundary
UGC12506_EEA_REPLAY_IMPROVES_SOURCE_FROZEN_KERNELS_NOT_PRIOR_DIAGNOSTICS,UGC12506,31,116.02345816251234,109.3716084783646,102.4787520989868,102.43209979325052,-0.04665230573628776,-6.939508685114092,-13.591358369261826,TAU_BEST_FAMILY,37.36329931819013,65.06880047506039,119.4257164433742,32.676156432845985,32.79252745666194,0.27458514324434086,True,False,True,False,ugc12506_edgeon_envelope_asymmetry_replay_controls_not_validation
