scoring_launch_status,selected_spin_normalization_route,n_required_inputs,n_missing_inputs,n_pass_gates,n_blocked_gates,n_prefrozen_transfer_rows,n_frozen_carrier_rows,beta_cl_transfer_scoring_allowed,endpoint_scores_allowed,uses_vobs_or_residual,next_gate,claim_boundary
U12506_BETA_CLOSURE_SCORING_LAUNCH_READY_CONTROL_ONLY,BULLOCK_DISK_CONVERSION,9,0,5,0,11,1,True,False,False,run_beta_cl_transfer_control_replay_scoring,ugc12506_beta_closure_scoring_launch_gate_not_endpoint
