normalization_status,galaxy,source_load_L,gamma_clock,epsilon_cap,epsilon_t,derived_shape,cap_origin_accepted,accepted_xi_t_manifest_allowed,endpoint_scores_allowed,uses_vobs_or_residual,next_step,claim_boundary
U12506_XI_T_NORMALIZATION_SHAPE_DERIVED_CAP_OPEN,UGC12506,2.1372801628724307,0.6812525665274279,0.034999999999999885,0.0238438398284599,L/(1+L),False,False,False,False,derive/freeze epsilon_cap as Tau-side clock/readout class constant or demote to diagnostic shell,ugc12506_xi_t_normalization_derivation_gate_not_endpoint
