galaxy,radius_kpc,vobs_kms,errv_kms,v_baryon_050_kms,P_i_sin2_inclination,W_outer_smoothstep_Rd_to_RHI_source,H_spin_context_not_amplitude,A_extent_context_not_amplitude,C_stable_hi_context_not_amplitude,K_pre_projection_outer,K_context_highspin,K_context_projection_asymmetry,K_context_stable_hi,kernel_value_freeze_status,construction_used_vobs_or_residual,endpoint_scores_allowed,claim_boundary,A_hs_prefrozen_km2_s2,A_pa_prefrozen_km2_s2,v2_carrier_km2_s2,v2_hs_positive_control_km2_s2,v2_hs_negative_control_km2_s2,v2_asym_positive_control_km2_s2,v_hs_positive_control_kms,v_hs_negative_control_kms,v_asym_positive_control_kms,prefreeze_used_vobs_or_residual,K_envelope_source_support,K_envelope_source_support_norm,A_env_source_frozen_km2_s2,v2_envelope_positive_prefrozen_km2_s2,v2_envelope_negative_control_km2_s2,v_envelope_positive_prefrozen_kms,v_envelope_negative_control_kms,endpoint_validation_claim_allowed,K_nfw_like_rapid_rise,K_highspin_envelope,K_nfw_like_rapid_rise_highspin_envelope,A_nfw_hse_source_frozen_km2_s2,v2_nfw_hse_positive_prefrozen_km2_s2,v2_nfw_hse_negative_control_km2_s2,v_nfw_hse_positive_prefrozen_kms,v_nfw_hse_negative_control_kms
UGC12506,0.82,107.0,25.6,24.50672152696072,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,600.5794,600.5794,600.5794,600.5794,24.50672152696072,24.50672152696072,24.50672152696072,False,0.0,0.0,11285.49621387047,600.5794,600.5794,24.50672152696072,24.50672152696072,False,0.22315619597823944,0.0,0.22315619597823944,11489.473111820815,3164.526513428198,-1963.367713428198,56.254124412599275,0.0
UGC12506,2.46,159.0,26.5,60.784518588206325,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,3694.7577,3694.7577,3694.7577,3694.7577,60.784518588206325,60.784518588206325,60.784518588206325,False,0.0,0.0,11285.49621387047,3694.7577,3694.7577,60.784518588206325,60.784518588206325,False,0.5228967063170992,0.0,0.5228967063170992,11489.473111820815,9702.565347489977,-2313.049947489976,98.50160073567321,0.0
UGC12506,4.1,194.0,13.9,82.39705607605165,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,6789.274850000001,6789.274850000001,6789.274850000001,6789.274850000001,82.39705607605165,82.39705607605165,82.39705607605165,False,0.0,0.0,11285.49621387047,6789.274850000001,6789.274850000001,82.39705607605165,82.39705607605165,False,0.7051215234785823,0.0,0.7051215234785823,11489.473111820815,14890.749634573302,-1312.1999345732993,122.02765930137848,0.0
UGC12506,5.74,198.0,14.6,94.39728915599218,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,8910.8482,8910.8482,8910.8482,8910.8482,94.39728915599218,94.39728915599218,94.39728915599218,False,0.0,0.0,11285.49621387047,8910.8482,8910.8482,94.39728915599218,94.39728915599218,False,0.8198901561578231,0.0,0.8198901561578231,11489.473111820815,18330.954103821878,-509.25770382187693,135.39185390495942,0.0
UGC12506,7.38,211.0,13.2,102.35647707888349,0.9951340343707852,0.0,0.4999999999999999,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,10476.8484,10476.8484,10476.8484,10476.8484,102.35647707888349,102.35647707888349,102.35647707888349,False,0.0,0.0,11285.49621387047,10476.8484,10476.8484,102.35647707888349,102.35647707888349,False,0.8934047234129434,0.0,0.8934047234129434,11489.473111820815,20741.597947626724,212.0988523732758,144.0194360064874,14.56361398737538
UGC12506,9.02,222.0,13.6,112.64485474268233,0.9951340343707852,0.0030809285567903,0.4999999999999999,0.6666666666666666,0.4,0.0030659368643269,0.0015329684321634,0.0020439579095513,0.0012263747457307,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,12688.8633,12692.159563928037,12685.567036071963,12699.423344090632,112.65948501536847,112.63022256957484,112.69171816992868,False,0.000551853829943,0.0006479718665812,11285.49621387047,12696.175984047,12681.550615953003,112.67730909125846,112.61239104091966,False,0.9404799446233149,0.0006479718665812,0.9404799446233147,11489.473111820815,23494.482335956305,1883.2442640436966,153.2790994752915,43.39636233653342
UGC12506,10.65,230.0,11.6,120.1045819275851,0.9951340343707852,0.0119799352855951,0.4999999999999999,0.6666666666666666,0.4,0.0119216413322552,0.0059608206661276,0.0079477608881701,0.0047686565329021,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,14425.110600000002,14437.92784902549,14412.293350974514,14466.17245602388,120.15792878135628,120.05121136820952,120.27540253943812,False,0.0030300434601829,0.0035577952171134,11285.49621387047,14465.262084452464,14384.95911554754,120.27161795058908,119.93731327467503,False,0.9698589312289447,0.0035577952171134,0.9698589312289447,11489.473111820815,25568.278712614236,3281.942487385768,159.90084024986933,57.288240393520276
UGC12506,12.29,239.0,11.6,124.85068061488492,0.9951340343707852,0.0264002005131617,0.4999999999999999,0.6666666666666666,0.4,0.0262717380448603,0.0131358690224301,0.0175144920299068,0.0105086952179441,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,15587.692450000002,15615.937839998634,15559.44706000137,15678.180520814243,124.96374610261424,124.7375126415521,125.21254138789072,False,0.0081821696651099,0.0096072826950083,11285.49621387047,15696.115402480102,15479.269497519905,125.28413867078346,124.41571242218524,False,0.9874569578587291,0.0096072826950083,0.9874569578587292,11489.473111820815,26933.05261639825,4242.332283601754,164.11292641470462,65.13318880265079
UGC12506,13.93,237.0,11.6,127.22469276834588,0.9951340343707852,0.0458965951706804,0.4999999999999999,0.6666666666666666,0.4,0.0456732639160819,0.0228366319580409,0.0304488426107213,0.0182693055664327,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,16186.12245,16235.226896368082,16137.018003631916,16343.435435250492,127.41752978443776,127.03156302128976,127.84144646886035,False,0.0164293971493006,0.0192909545245632,11285.49621387047,16403.830444248906,15968.414455751095,128.07743924770242,126.3661919017547,False,0.996689022195094,0.0192909545245632,0.996689022195094,11489.473111820815,27637.554171357515,4734.6907286424885,166.2454636113645,68.80908899733006
UGC12506,15.57,240.0,11.6,130.79888703654936,0.9951340343707852,0.070061038264763,0.4999999999999999,0.6666666666666666,0.4,0.0697201236606196,0.0348600618303097,0.046480082440413,0.0278880494642478,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,17108.34885,17183.306665131393,17033.391034868604,17348.486730341494,131.08511229400307,130.51203406149412,131.71365430486503,False,0.0280439399958459,0.032928437132124,11285.49621387047,17479.962602583255,16736.735097416742,132.21180961844237,129.37053411583622,False,1.0,0.032928437132124,1.0,11489.473111820815,28597.821961820813,5618.875738179184,169.1089056254011,74.95916046874581
UGC12506,17.21,245.0,11.6,133.87144785203455,0.9951340343707852,0.0984854488020211,0.4999999999999999,0.6666666666666666,0.4,0.0980062219931726,0.0490031109965863,0.0653374813287817,0.039202488797269,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,17921.564550000006,18026.93344328612,17816.19565671389,18259.128587096115,134.2644161469677,133.47732263090197,135.1263430538106,False,0.0431886209190991,0.0507109125525282,11285.49621387047,18493.86236161348,17349.266738386534,135.9921408082595,131.7166152707643,False,0.999072845961575,0.0507109125525282,0.999072845961575,11489.473111820815,29400.38515042582,6442.743949574193,171.46540511259354,80.26670511223314
UGC12506,18.85,249.0,11.6,134.5470664860442,0.9951340343707852,0.1307617457890664,0.4999999999999999,0.6666666666666666,0.4,0.1301254636284406,0.0650627318142203,0.0867503090856271,0.0520501854513762,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,18102.9131,18242.8141778298,17963.012022170198,18551.105836523187,135.06596232148868,134.0261617079673,136.20244431185216,False,0.0619416726096229,0.0727302394986831,11285.49621387047,18923.709942496283,17282.11625750372,137.56347604831845,131.46146301294428,False,0.9950905476624246,0.0727302394986831,0.9950905476624246,11489.473111820815,29535.979191194478,6669.847008805526,171.86034793166945,81.6691313092378
UGC12506,20.49,248.0,11.6,133.17119658544786,0.9951340343707852,0.1664818482325105,0.4999999999999999,0.6666666666666666,0.4,0.165671753281123,0.0828358766405614,0.1104478355207486,0.0662687013124492,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,17734.5676,17912.685365759997,17556.44983424,18305.192859631596,133.83828064406683,132.50075408932585,135.29668458477315,False,0.0843118742542296,0.0989967262546981,11285.49621387047,18851.79477933297,16617.34042066703,137.30183822270175,128.9082635856485,False,0.9888994097999391,0.0989967262546981,0.9888994097999391,11489.473111820815,29096.50077919187,6372.634420808126,170.57696438614408,79.82878190733044
UGC12506,22.13,250.0,11.6,131.19274408289508,0.9951340343707852,0.2052376751389652,0.4999999999999999,0.6666666666666666,0.4,0.204238995665919,0.1021194978329595,0.136159330443946,0.0816955982663676,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,17211.5361,17431.118454074265,16991.953745925737,17914.998987430197,132.02696108778034,130.35318847625376,133.84692371298712,False,0.1102487326843641,0.1294510851054157,11285.49621387047,18672.455830838593,15750.616369161407,136.64719474192873,125.50145962960514,False,0.9811139045199284,0.1294510851054157,0.9811139045199284,11489.473111820815,28484.017925615255,5939.054274384749,168.7720887043093,77.06525984115507
UGC12506,23.77,255.0,11.6,128.3023622151985,0.9951340343707852,0.2466211455150423,0.4999999999999999,0.6666666666666666,0.4,0.2454210954975285,0.1227105477487642,0.163614063665019,0.0981684381990114,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,16461.49615,16725.354389770146,16197.637910229852,17306.803050927843,129.3265417065273,127.26994111034172,131.55532315694353,False,0.1396497931412091,0.1639730164394011,11285.49621387047,18312.01300620378,14610.979293796216,135.32188664884842,120.87588383873856,False,0.9721857566780132,0.1639730164394011,0.9721857566780132,11489.473111820815,27631.398261047205,5291.594038952793,166.22694805911345,72.743343605809
UGC12506,25.41,244.0,14.9,125.1339624162841,0.9951340343707852,0.2902241783673533,0.4999999999999999,0.6666666666666666,0.4,0.2888119574906506,0.1444059787453253,0.1925413049937671,0.1155247829962602,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,15658.508550000004,15969.017369845202,15347.999730154806,16653.267131133405,126.36857746229956,123.8870442385111,129.047538260648,False,0.1723661427641685,0.20238767079652,11285.49621387047,17942.553842508194,13374.463257491814,133.9498183743009,115.64801449870124,False,0.9624505011621947,0.20238767079652,0.9624505011621947,11489.473111820815,26716.557704561506,4600.4593954385,163.45200428432042,67.82668645480553
UGC12506,27.05,244.0,11.6,123.15285136772108,0.9951340343707852,0.33563869270251,0.4999999999999999,0.6666666666666666,0.4,0.3340054863599849,0.1670027431799924,0.2226703242399899,0.133602194543994,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,15166.6248,15525.722291296974,14807.52730870303,16317.044009055728,124.60225636519178,121.68618372150156,127.73818539910346,False,0.2082067044665794,0.2444706906208622,11285.49621387047,17925.59785340404,12407.65174659596,133.8865110957935,111.3896393144172,False,0.9521594876295926,0.2444706906208622,0.9521594876295925,11489.473111820815,26106.435631285283,4226.813968714714,161.57486076517375,65.01395210810303
UGC12506,28.68,249.0,11.6,122.68695957598754,0.9951340343707852,0.3821677017281477,0.4999999999999999,0.6666666666666666,0.4,0.3803080868269425,0.1901540434134712,0.253538724551295,0.152123234730777,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,15052.090050000004,15460.968602828072,14643.211497171931,16361.989875937004,124.34214330961194,121.00913807300644,127.91399405826168,False,0.2466972405051973,0.2896652387591453,11285.49621387047,18321.106005306225,11783.074094693784,135.355480145084,108.54986916018731,False,0.9415680561393869,0.2896652387591453,0.9415680561393869,11489.473111820815,25870.21091396288,4233.969186037128,160.8421925800655,65.06895716113121
UGC12506,30.32,251.0,11.6,122.5679507456986,0.9951340343707852,0.4299761035906067,0.4999999999999999,0.6666666666666666,0.4,0.4278838546491511,0.2139419273245754,0.285255903099434,0.1711535418596604,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,15022.902549999995,15482.930977812664,14562.874122187332,16496.66817881562,124.43042625424324,120.6767339721594,128.4393560355066,False,0.288045792549621,0.3382155921225045,11285.49621387047,18839.83333437048,11205.97176562951,137.2582723713601,105.85826262332812,False,0.930689310947469,0.3382155921225045,0.930689310947469,11489.473111820815,25716.032363589984,4329.772736410008,160.36219119103475,65.80100862760393
UGC12506,31.96,249.0,11.6,121.6038457451079,0.9951340343707852,0.4783742322544866,0.4999999999999999,0.6666666666666666,0.4,0.4760464796824342,0.238023239841217,0.3173643197882894,0.1904185918729737,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,14787.495299999997,15299.304547380065,14275.686052619929,16427.148051211927,123.69035753598608,119.4809024598489,128.1684362517228,False,0.3317257821898773,0.3895034565600286,11285.49621387047,19183.23508429766,10391.755515702333,138.50355621534655,101.9399603477573,False,0.9196967274778679,0.3895034565600286,0.9196967274778679,11489.473111820815,25354.326121386555,4220.664478613438,159.2304183294968,64.96664127545334
UGC12506,33.6,244.0,12.9,118.81256183585975,0.9951340343707852,0.5269540067263991,0.4999999999999999,0.6666666666666666,0.4,0.5243898666414913,0.2621949333207456,0.3495932444276609,0.2097559466565965,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,14116.424849999998,14680.209258527824,13552.640441472173,15922.587324134782,121.16191339908686,116.4158083830206,126.1847349093177,False,0.3774066636816231,0.4431407141837351,11285.49621387047,19117.487702132395,9115.3619978676,138.26600342142098,95.47440493591778,False,0.9086736742016192,0.4431407141837351,0.9086736742016192,11489.473111820815,24556.606597158927,3676.2431028410665,156.70547724045554,60.63203033744678
UGC12506,35.24,239.0,16.2,115.74568026496712,0.9951340343707852,0.5753073460129561,0.4999999999999999,0.6666666666666666,0.4,0.5725079202410222,0.286253960120511,0.381671946827348,0.2290031680964088,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,13397.0625,14012.579808253497,12781.545191746503,15368.95857859304,118.37474311800426,113.0554960704985,123.97160392038587,False,0.4247280902101901,0.4987042554935209,11285.49621387047,19025.18748721322,7768.937512786778,137.93182188027976,88.14157652769083,False,0.8976836316836005,0.4987042554935209,0.8976836316836005,11489.473111820815,23710.974449150388,3083.150550849612,153.98368241196982,55.52612493997408
UGC12506,36.88,238.0,18.4,113.9756895131589,0.9951340343707852,0.6230261691207688,0.4999999999999999,0.6666666666666666,0.4,0.6199945451957257,0.3099972725978628,0.4133296967971505,0.2479978180782903,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,12990.457799999998,13657.029143554628,12323.886456445369,15125.912645595556,116.86329254113384,111.01300129464732,122.98744913850176,False,0.473301418544332,0.5557377461009653,11285.49621387047,19262.23402952735,6718.681570472646,138.7884506345083,81.96756413650857,False,0.8867748116194728,0.5557377461009653,0.8867748116194728,11489.473111820815,23179.0331543419,2801.882445658097,152.24661951695973,52.93281067219175
UGC12506,38.52,241.0,24.9,113.74959164761869,0.9951340343707852,0.6697023950564492,0.4999999999999999,0.6666666666666666,0.4,0.6664436462203016,0.3332218231101507,0.4442957641468677,0.2665774584881206,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,12938.969600000002,13655.479511428775,12222.459688571227,15234.409656151203,116.85666224665488,110.55523365526948,123.42775075383658,False,0.5227110312619422,0.6137531792510653,11285.49621387047,19865.478780688863,6012.46041931114,140.94494946853848,77.54005686940873,False,0.8759836344290362,0.6137531792510653,0.8759836344290362,11489.473111820815,23003.560014167488,2874.3791858325167,151.66924544602801,53.613237039303236
UGC12506,40.16,237.0,23.0,113.56127178752448,0.9951340343707852,0.7149279428266089,0.4999999999999999,0.6666666666666666,0.4,0.7114491280294493,0.3557245640147246,0.4742994186862995,0.2845796512117797,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,12896.162450000002,13661.058858873484,12131.26604112652,15346.61544126883,116.88053242038848,110.14202667976706,123.88145721321182,False,0.5725155086839723,0.6722322518754017,11285.49621387047,20482.636983381468,5309.687916618535,143.1175635042096,72.8676053992344,False,0.8653373696977119,0.6722322518754017,0.8653373696977118,11489.473111820815,22838.432891795608,2953.8920082043933,151.12389914171618,54.34971948597705
UGC12506,41.8,228.0,14.0,112.53139495269754,0.9951340343707852,0.7582947314378599,0.4999999999999999,0.6666666666666666,0.4,0.7546048953378685,0.3773024476689341,0.5030699302252456,0.3018419581351474,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,12663.31485,13474.60908288631,11852.02061711369,15262.4097819573,116.08018385101872,108.8669858915626,123.54112587295496,False,0.6222486754943,0.7306275935049262,11285.49621387047,20908.80979024914,4417.819909750862,144.59878903451832,66.4666827045766,False,0.8548561564046879,0.7306275935049262,0.8548561564046879,11489.473111820815,22485.161673486153,2841.4680265138504,149.95053075426625,53.305422111768806
UGC12506,43.44,233.0,16.9,111.75475359017172,0.9951340343707852,0.7993946798968136,0.4999999999999999,0.6666666666666666,0.4,0.7955048528602584,0.3977524264301291,0.5303365685735055,0.3182019411441034,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,12489.124949999998,13344.391730464804,11633.858169535191,15229.09210922547,115.51792817768506,107.86036421937018,123.40620774185336,False,0.6714205417518574,0.7883638711809955,11285.49621387047,21386.20243336539,3592.047466634606,146.24022166752002,59.933692249306695,False,0.8445545593759899,0.7883638711809955,0.8445545593759899,11489.473111820815,22192.61185141611,2785.6380485838854,148.9718491911009,52.77914406831438
UGC12506,45.08,233.0,13.7,112.52141618376476,0.9951340343707852,0.8378197072100815,0.4999999999999999,0.6666666666666666,0.4,0.8337429053113183,0.416871452655659,0.5558286035408788,0.3334971621245273,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,12661.069099999995,13557.446548606518,11764.691651393476,15532.740054082204,116.43644853999336,108.46516330782651,124.63041384061198,False,0.719518154050778,0.8448387888646335,11285.49621387047,22195.49405306273,3126.6441469372603,148.98152252230048,55.91640320100409,False,0.8344427759685923,0.8448387888646335,0.8431527604493058,11489.473111820815,22348.45007033979,2973.6881296602005,149.49398004715704,54.531533351449056
UGC12506,46.71,230.0,11.6,111.47700637351184,0.9951340343707852,0.8729563961762012,0.4999999999999999,0.6666666666666666,0.4,0.8687086203566046,0.4343543101783021,0.5791390802377363,0.3474834481426418,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,12427.12295,13361.092896535234,11493.153003464764,15419.226746922135,115.59019377324029,107.20612390840724,124.17417906683391,False,0.7657288919716956,0.8990981896008847,11285.49621387047,22573.89216463858,2280.353735361421,150.24610532269574,47.753049487560695,False,0.8245874303342622,0.8990981896008847,0.8896320742200055,11489.473111820815,22648.526746164134,2205.7191538358693,150.49427479530289,46.96508441210203
UGC12506,48.35,226.0,11.6,113.81592748820351,0.9951340343707852,0.9048298618732978,0.4999999999999999,0.6666666666666666,0.4,0.9004269908651351,0.4502134954325674,0.6002846605767567,0.3601707963460541,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_nfw_like_rapid_rise_highspin_envelope_shell_not_validation,2150.24905854357,5166.4684684961685,12954.06535,13922.136494697488,11985.994205302512,16055.41712099174,117.99210352687795,109.48056542282978,126.70997246070152,False,0.8100660222791723,0.9511576508664842,11285.49621387047,23688.35141764764,2219.779282352363,153.91020569685313,47.114533663747146,False,0.8148716654239672,0.9511576508664842,0.9381872948071861,11489.473111820815,23733.343047539074,2174.7876524609273,154.05629830532433,46.63461860529072
