status,ngc4013_completion_verdict,ngc4013_matched_minus_best_wrong_km_s,ngc4013_prospective_mixed_rmse_km_s,primary_reference_analog,fresh_holdout_candidate,quiet_control,stress_not_clean_analog,endpoint_scores_run_here,endpoint_validation_claim,claim_boundary
EXPDISK_WVO_ANALOG_SELECTION_READY_NOT_ENDPOINT,PURE_WVO_UNDERCOMPLETE_EXPONENTIAL_CARRIER_NEEDED,0.5702883311790092,10.6147582887743,NGC7331,UGC07151_if_source_orientation_and_warp_pass,NGC4183,UGC12506,False,False,ngc4013_expdisk_wvo_analog_selection_not_endpoint
