spin_route_prefreeze_status,selected_spin_normalization_route,n_prefrozen_transfer_rows,beta_cl_transfer_prefreeze_allowed,beta_cl_replay_allowed,endpoint_scores_allowed,uses_vobs_or_residual,next_gate,claim_boundary
U12506_BETA_SPIN_ROUTE_PREFREEZE_READY_REPLAY_STILL_SEPARATE,BULLOCK_DISK_CONVERSION,11,True,False,False,False,build_beta_cl_transfer_replay_prefreeze_manifest,ugc12506_beta_closure_spin_route_prefreeze_gate_not_endpoint
