preflight_status,galaxy,source_context_cached,rotation_packet_ready,source_observables_frozen,context_prekernel_built,rhi_source_kpc,rhi_sparc_kpc,source_rhi_consistency_fraction,projection_exposure_sin2_i,extent_asymmetry,lambda_spin_source,formula_freeze_allowed,endpoint_scores_allowed,uses_vobs_or_residual_in_preflight,recommended_next_gate,claim_boundary
UGC12506_PROJECTION_HIGHS_PIN_FORMULA_PREFLIGHT_READY_AMPLITUDE_BLOCKED,UGC12506,True,True,True,True,58.0,59.01,0.01741379310344824,0.9951340343707851,0.16666666666666666,0.15,False,False,False,derive_ugc12506_source_normalized_highspin_amplitude_or_freeze_control_branches,ugc12506_projection_highspin_formula_preflight_not_endpoint
