galaxy,r_warp_kpc,r_outer_kpc,inner_n_points,inner_K_wvo_mean,inner_rmse_warp_vertical_overlay,inner_rmse_tpg_v6,inner_wvo_minus_tpg_rmse,active_window_points,active_window_weighted_wvo_minus_tpg_rmse,outer_lane_status,claim_boundary
NGC4013,10.0,11.2,7,0.0,12.795427195551449,12.795427195551449,0.0,29,-1.0368876199569306,WARP_VERTICAL_OVERLAY_ENDPOINT_IS_OUTER_LANE_NOT_FULL_PROFILE,ngc4013_warp_vertical_overlay_radial_zone_audit_not_full_profile_solution
