control_replay_status,n_galaxies,n_points,v2_beats_v1_count,v2_beats_carrier_count,construction_used_vobs,scoring_used_vobs,endpoint_scores_allowed,endpoint_validation_claim,next_action,claim_boundary
DISTRIBUTED_VERTICAL_HALO_BETA_CONTROL_REPLAY_COMPLETE_NOT_ENDPOINT,2,37,2,2,False,True,False,False,review_control_replay_before_formula_promotion,beta_transfer_distributed_vertical_halo_control_replay_not_endpoint
