replay_status,galaxy,n_points,carrier_rmse_km_s,source_native_nfw_hse_rmse_km_s,projection_history_incremental_rmse_km_s,projection_history_minus_source_native_rmse_km_s,projection_history_minus_carrier_rmse_km_s,prior_best_diagnostic_model,prior_best_diagnostic_rmse_km_s,projection_history_minus_prior_best_diagnostic_rmse_km_s,inner_mean_increment_km_s_first30pct,middle_mean_increment_km_s,outer_mean_increment_km_s_last30pct,outer_gap_after_source_native_coverage_fraction,formula_frozen_before_scoring,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim,claim_boundary
UGC12506_INCREMENTAL_PROJECTION_HISTORY_IMPROVES_SOURCE_NATIVE_BASE_NOT_PRIOR_DIAGNOSTICS,UGC12506,31,116.02345816251234,77.54088578927833,69.17884679750473,-8.362038991773602,-46.84461136500761,TAU_BEST_FAMILY,37.36329931819013,31.815547479314603,0.21224516966600077,5.677339131416788,20.252937239849345,0.25290886502996623,True,False,True,False,ugc12506_projection_history_incremental_replay_not_validation
