bundle_status,galaxy,bundle_dir,bundle_zip,n_files_listed,n_missing_inputs,missing_inputs,endpoint_scores_allowed,uses_vobs_or_residual,claim_boundary
U12506_XI_T_EXTERNAL_REVIEW_BUNDLE_READY,UGC12506,review_bundles/ugc12506_xi_t,review_bundles/ugc12506_xi_t_external_review_bundle.zip,19,0,none,False,False,ugc12506_xi_t_external_review_bundle_not_endpoint
