combined_control_status,galaxy,n_points,epsilon_t_cap,theta_rmse_km_s,combined_cap_only_rmse_km_s,combined_shared_kt_high_rmse_km_s,cap_only_minus_theta_rmse_km_s,shared_kt_high_minus_theta_rmse_km_s,best_scored_model,best_scored_rmse_km_s,combined_control_replay_allowed,combined_endpoint_allowed,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim,claim_boundary
U12506_THETA_XIT_COMBINED_CONTROL_REPLAY_COMPLETE_NOT_ENDPOINT,UGC12506,31,0.0238438398284599,64.11917934006436,60.30868481871187,63.21413503758809,-3.8104945213524957,-0.90504430247627,UGC12506_THETA_XIT_CAP_ONLY_COMBINED_CONTROL,60.30868481871187,True,False,False,True,False,ugc12506_theta_xit_combined_control_replay_not_endpoint
