readiness_status,n_p1_promote_after_source_review,n_p2_null_control,n_p3_reject_current_proxy,accepted_xi_t_manifests,endpoint_scores_allowed,claim_boundary
XI_T_MANIFEST_READINESS_BUILT_NO_ACCEPTED_ENDPOINTS,2,1,3,0,False,time_readout_xi_manifest_readiness_not_endpoint
