bullock_conversion_proxy_status,n_targets_computed,ngc0891_lambda_bullock_disk_proxy,ngc7331_lambda_bullock_disk_proxy,accepted_as_beta_cl_lambda_spin,proxy_review_required,beta_cl_replay_allowed,endpoint_scores_allowed,uses_vobs_or_residual,next_gate,claim_boundary
BULLOCK_DISK_INFERRED_SPIN_PROXY_COMPUTED_REVIEW_REQUIRED,11,0.03524940861041129,0.032543889646511906,False,True,False,False,False,independent_review_choose_exposure_proxy_or_bullock_conversion_or_direct_spin_source,ugc12506_beta_closure_bullock_spin_conversion_proxy_gate_not_endpoint
