replay_status,galaxy,n_points,carrier_rmse_km_s,source_envelope_rmse_km_s,eea_rmse_km_s,old_rd_proxy_nfw_hse_rmse_km_s,source_native_nfw_hse_rmse_km_s,source_native_minus_old_rd_proxy_rmse_km_s,source_native_minus_eea_rmse_km_s,source_native_minus_envelope_rmse_km_s,source_native_minus_carrier_rmse_km_s,prior_best_diagnostic_model,prior_best_diagnostic_rmse_km_s,source_native_minus_prior_best_diagnostic_rmse_km_s,inner_mean_lift_km_s_first30pct,middle_mean_lift_km_s,outer_mean_lift_km_s_last30pct,outer_gap_coverage_fraction,formula_frozen_before_scoring,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim,claim_boundary
UGC12506_SOURCE_NATIVE_NFW_HSE_REPLAY_IMPROVES_RD_PROXY_NOT_PRIOR_DIAGNOSTICS,UGC12506,31,116.02345816251234,102.4787520989868,102.43209979325052,77.86165798669512,77.54088578927833,-0.32077219741678675,-24.89121400397218,-24.93786630970847,-38.48257237323401,TAU_BEST_FAMILY,37.36329931819013,40.177586471088205,37.867876295299865,38.51393231788434,39.34573491544456,0.3294578093161398,True,False,True,False,ugc12506_source_native_nfw_hse_replay_not_validation
