formula_freeze_status,selected_spin_normalization_route,n_formula_manifest_rows,n_pass_gates,n_blocked_gates,formula_manifest_written,formula_manifest_ready_for_scoring,construction_used_vobs,scoring_used_vobs,endpoint_scores_allowed,endpoint_validation_claim,next_gate,claim_boundary
U12506_BETA_CLOSURE_TRANSFER_FORMULA_FREEZE_READY_FOR_SCORING_RUNNER,BULLOCK_DISK_CONVERSION,11,5,0,True,True,False,False,False,False,run_ugc12506_beta_closure_transfer_scoring,ugc12506_beta_closure_transfer_formula_freeze_gate_not_endpoint
