carrier_freeze_status,selected_carrier_id,n_carrier_routes,n_reviewable_not_accepted,n_control_only_routes,n_preferred_missing_routes,n_frozen_carrier_rows,carrier_manifest_ready_for_scoring,construction_used_vobs,scoring_used_vobs,endpoint_scores_allowed,endpoint_validation_claim,next_gate,claim_boundary
U12506_BETA_CLOSURE_TRANSFER_CARRIER_FREEZE_READY_FOR_FORMULA_MANIFEST,BARYONIC_050_FAST_PACKET,3,1,1,1,1,True,False,False,False,False,build_beta_cl_transfer_formula_manifest,ugc12506_beta_closure_transfer_carrier_freeze_gate_not_endpoint
