galaxy,predeclared_rank,chi2_ISO,chi2_NFW,chi2_ISO_over_NFW,nfw_preference_load,halo_fit_field_status,source,source_url,uses_vobs_or_residual_for_selection,endpoint_scores_allowed,claim_boundary
UGC11455,1,2.4,5.4,0.4444444444444444,0.0,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
ESO563-G021,2,12.37,19.15,0.6459530026109661,0.0,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
IC4202,3,8.67,20.17,0.42984630639563703,0.0,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
NGC0891,4,4.24,3.46,1.2254335260115607,0.22543352601156075,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
NGC4013,5,0.84,0.81,1.037037037037037,0.03703703703703698,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
NGC2841,6,1.58,1.48,1.0675675675675675,0.06756756756756754,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
NGC4157,7,0.45,0.49,0.9183673469387755,0.0,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
NGC4217,8,2.23,3.74,0.5962566844919786,0.0,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
NGC0801,9,7.07,6.77,1.0443131462333828,0.04431314623338278,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
NGC3521,10,0.2,0.25,0.8,0.0,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
NGC7331,11,0.95,0.81,1.1728395061728394,0.17283950617283939,HALO_FIT_FIELDS_FILLED,"Li et al. 2020, ApJS 247, 31; VizieR J/ApJS/247/31",https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.all=1,False,False,ugc12506_beta_closure_transfer_halo_fit_acquisition_not_endpoint
