galaxy,lambda_disc_marr2015,lambda_spin_proxy_candidate,lambda_ref,nfw_preference_load,edgeon_load,beta_if_direct_disc_lambda_substituted,beta_if_proxy_candidate_used,direct_minus_proxy_beta,direct_substitution_allowed,proxy_replay_allowed,endpoint_scores_allowed,claim_boundary
NGC7331,0.423,0.1357578448582519,0.1,0.1728395061728393,0.0,1.7311111111111102,1.2346431886438918,0.4964679224672184,False,False,False,ugc12506_beta_closure_lambda_definition_conversion_gate_not_endpoint
